step,run_0,run_1
10000,-99.4424648216961,-108.0805419995082
20000,-203.17224286889288,-106.47618251342708
30000,-94.9069014484623,-210.0355733347285
40000,-64.4368706333386,-47.808695634427096
50000,-68.5714233660025,-34.198417605230254
60000,-31.758892969221357,-62.25954128911624
70000,-55.124361546591615,-63.93984857770323
80000,-52.100656471052986,-55.20979720264623
90000,-43.19159692508785,-42.32378797771513
100000,-41.2237363714392,-54.75476547267769
110000,-50.82723798473919,-41.61383046297686
120000,-53.01687560858222,-41.43857729741817
130000,-48.46673723514023,-43.27804518363516
140000,-41.28912044661167,-40.96229456591412
150000,-27.75179719151542,-54.086055467779545
160000,-28.9229262251148,-51.22794100354821
170000,-11.5258314099109,-41.39998171163512
180000,-28.37879289822422,-43.0842871136892
190000,-49.09646456815757,-46.43133307610034
200000,-45.85354024369089,-8.820765677489502
210000,-10.965139249615357,-29.05020724629913
220000,-30.11122129620365,-45.472690194676645
230000,-29.12714510687384,-40.82957721214418
240000,-10.041825825946766,-8.643716834873342
250000,-45.81220827347258,-29.816458015347912
260000,-40.88092923653252,-40.78399442368757
270000,-27.962422216648005,-10.698856220673425
280000,-28.41952864222209,-24.28442103257519
290000,-8.790896489410406,-30.124843438487446
300000,-48.62258308522396,-9.601162124162085
310000,-8.933752734932549,-98.26022801805743
320000,-40.82982498258846,-44.875440687769874
330000,-44.80990285501555,-48.0768656863533
340000,-46.31725336577615,-40.75142710010228
350000,-27.1507259447947,-104.61931220859294
360000,-26.78679083100324,-47.54539858578876
370000,-10.173632418784164,-40.75187387658176
380000,-28.13607626862887,-89.24660463681654
390000,-8.993363938614094,-9.863893517330645
400000,-44.231090857325945,-43.387488985037606
410000,-8.344405740891766,-40.75093486693925
420000,-48.00279297846391,-23.898110937620874
430000,-8.827523770456626,-50.95275922682934
440000,-9.787360308946656,-44.73881481244523
450000,-28.22318431100656,-40.75205351832708
460000,-40.82455573030529,-9.30314836097935
470000,-27.148110548017332,-40.752525735437736
480000,-40.78411400818802,-44.47177642296006
490000,-27.12750032393653,-29.762135145104317
500000,-8.689672732102656,-40.752529263745444
510000,-28.44132600168728,-24.954937189017386
520000,-40.82889449474358,-40.75084602553364
530000,-40.75066730218536,-10.009217549809174
540000,-48.57871185863081,-56.06477408309192
550000,-30.58677768702221,-51.59599468218319
560000,-30.731507897328942,-40.752525735437736
570000,-28.248350986900668,-28.667452987678914
