step,run_0
4096,38.241994847357276
8192,20.00675227250904
12288,14.479457880929113
16384,5.9358718149364
20480,5.859885289287194
24576,1.2841368024237454
28672,3.010150327719748
32768,1.9546761448378676
36864,1.105337053432595
40960,1.128060413658386
45056,3.3144677494477945
49152,2.623972469801083
53248,4.425341563671827
57344,0.5821184636966791
61440,1.392211212933762
65536,2.1078358378843403
69632,0.9343136541487184
73728,1.3926524567592424
77824,2.348908315051813
81920,1.9247832012246362
86016,1.6442954861093313
90112,1.1726438721379964
94208,1.228683102875948
98304,0.46932442085526416
102400,1.3060661779833027
106496,0.9319120537518757
110592,1.7115644552453886
114688,0.5632912350527477
118784,1.0493605507188477
122880,0.6157469643920195
126976,1.6993747106782393
131072,2.6228896113054363
135168,1.0555428337480408
139264,0.9648900029133074
143360,1.0146624516841256
147456,1.0936612094170415
151552,1.585875409207074
155648,0.8270810776972212
159744,0.8968031892902217
163840,0.597989905520808
167936,1.705873317446094
172032,0.5776977813220583
176128,0.941867499880027
180224,0.8854566717229317
184320,1.2076730152824893
188416,1.6241057852399536
192512,0.7684841960290214
196608,1.2159796615189407
200704,1.4429938523215242
204800,0.6630683251307345
208896,1.3046382916276342
212992,0.7569854073866736
217088,1.4517921885184477
221184,1.241350718884496
225280,1.017486204521265
229376,0.6140442158619408
233472,1.5557849660632201
237568,1.0203035716083833
241664,0.806837219002773
245760,0.9678943500359309
249856,0.6236051507352386
253952,0.7128344616416143
