step,run_0,run_1,run_2
1024,84.49240355491638,77.7319291293621,94.56571004390716
2048,33.87412913143635,65.4459788262844,47.3237391859293
3072,30.785603010654448,26.75728905797005,12.696874571591616
4096,23.822010055184364,7.9995635587722065,23.488671681284906
5120,1.9094793926924467,2.8282870654016734,7.0194430552423
6144,5.497287316992879,3.923574463278056,0.740865533798933
7168,2.626911618933081,1.860130348429084,5.508851231262088
8192,0.420260293316096,2.0908245926722886,2.948098468221724
9216,2.15662214756012,1.30436208024621,0.7868968681897968
10240,0.4334806908853352,1.2525618454441427,0.725358007196337
11264,0.5311634065583348,1.293877905420959,1.3123558424413204
12288,0.6823587493970991,1.033428849466145,0.4649037492927164
13312,0.3833717823959887,0.7525892732664943,0.6589207494631409
14336,1.396031565498561,3.290350154042244,1.1108222372829915
15360,0.6572882920503617,5.350552222877741,0.9952378593385219
16384,0.2179742987267673,2.5949302397668363,1.3280700601637363
17408,0.391854072920978,4.069187827035785,3.4034470904618503
18432,2.981063960120082,1.2976522698998452,1.159223572537303
19456,1.1499151227995754,1.67945476192981,1.1003268875181675
20480,1.0888038480654358,5.03891593888402,1.686740927770734
21504,2.5747985310852526,1.5313610987737776,1.2706118997186422
22528,2.476285259798169,6.501493323594332,0.7905842259526252
23552,4.793777982890606,7.922335669398308,1.2261387458071114
24576,3.838231552019715,1.691777701675892,3.471421493589878
25600,1.0868941130116585,3.887819730862975,3.307753559947014
26624,5.713201556354761,4.610704098641873,3.100980282574892
27648,1.584203172288835,1.8215484876185652,1.4452507544308901
28672,0.9829865148290992,3.146019746363163,3.855319497734308
29696,0.5474780777469277,2.432941569760442,1.7001541011035441
30720,1.9533467542380087,2.271249529719353,2.2771595675498246
31744,3.0477063659578563,2.4618994414806368,2.9777710545808076
32768,1.302051341719925,2.616524567455053,3.3188156273216007
33792,1.9943168373778464,1.4512574803084135,3.0206219516694546
34816,2.7378946121782066,4.961839462816715,1.587473926693201
35840,3.421411097049713,5.032596005499363,2.3675824366509914
36864,2.815354754962028,4.918537671864033,1.5297303810715674
37888,3.385667176544666,2.7527251191437245,2.753481974825263
38912,1.577738633006811,1.6331993635743856,3.2953550800681115
39936,4.296435201168061,2.0092587184160946,5.47769433632493
40960,2.557507175952196,1.379036209732294,2.2205997172743084
41984,1.5304463673382998,2.1403408288955688,1.669572712108493
43008,1.6920723542571068,2.633137930929661,3.4095321841537953
44032,0.987533682398498,1.3998347949236631,2.559328319132328
45056,1.6729747634381056,4.480542832612992,4.303765059262514
46080,3.883967760577798,2.608827215060592,1.0199653547257186
47104,1.1851880099624394,4.604042422026396,3.2161815017461777
48128,3.1329432293772697,3.4948265846818685,5.31441540941596
49152,2.0307693418115376,1.988647406920791,3.914935253933072
50176,0.8642391923815012,2.18952400945127,3.5916425082832575
51200,1.450707541592419,2.207148914784193,6.244255340099334
52224,0.8296788245439529,7.8729299932718275,5.9512537233531475
53248,1.7418353989720343,5.901907369494438,4.201534773409366
54272,3.564567159861326,4.011308141052723,1.391441650316119
55296,1.4529424810782074,4.916177475452424,3.690664095431566
56320,2.901407669484615,2.3808615524321795,2.8888500679284332
57344,3.662344400584698,1.9647498089820143,4.818301416188478
58368,1.8815420351922512,7.712359248101711,2.009396304190159
59392,3.1102859776467087,3.3671626832336186,2.6037489786744117
60416,1.2637165488675235,3.167923313006759,1.1506923843175172
61440,4.1331264421343805,2.544512966275215,3.6522484250366687
62464,1.820558515563608,1.553166214376688,1.7559120375663042
63488,2.030891126394272,4.5136383477598425,1.8189708031713963
64512,6.899890677630902,3.5606772735714918,5.821873362362385
65536,5.056777130067348,7.132452148199081,5.686621513217688
66560,2.298463961109519,1.9450120754539968,3.5195577070116997
67584,3.6931127559393646,5.94109650105238,1.5977052701637149
68608,2.2517666548490523,1.4946813862770796,1.3484294794499874
69632,1.450893645361066,2.332467607408762,4.884172001853585
70656,2.5624993812292813,4.5738082461059095,3.9792053915560244
71680,2.44794723764062,2.919729810208082,5.773825746774674
72704,2.6678179785609246,2.6118744798004627,1.4424644213169813
73728,2.32886765897274,5.285545633733273,1.2193272557109593
74752,1.3627532429993152,5.100411298125982,5.303235568851233
75776,5.201867204159498,2.435197750478983,3.547192580997944
76800,2.872744342684746,4.088906856626272,4.086378298699856
77824,1.6849474113434553,1.8615400390699504,5.455713258683682
78848,3.8397496797144415,6.341873582452536,2.8564339645206926
79872,3.5233995735645296,6.487023149430752,3.6894015200436114
80896,3.262606278806925,4.467720260471106,4.273570745810867
81920,6.458572264015674,6.629220542311669,3.744402860105038
82944,4.616568875312805,7.848571925610304,2.913347423821688
83968,2.621892971917987,3.4801111325621603,2.3150621093809605
84992,3.0425181571394204,2.1321306064724923,3.1743039429187774
86016,3.843873807787895,4.451624643802643,3.599046866595745
87040,4.836272621899843,4.360829712450505,2.1236146403476597
88064,1.7358789477497338,4.358339783549309,2.3014180842787026
89088,3.732398415729404,7.28236226439476,2.0662900675088167
90112,5.80117369890213,5.277797154337168,2.914649875462055
91136,1.6872908934950828,4.926861967891455,4.734174903482199
92160,3.189340154454112,4.933070616424084,3.524342555552721
93184,4.049109791591763,2.8838191267102955,2.7259060360491274
94208,2.758453908935189,5.601786276698112,5.69052313119173
95232,1.9447555109858512,4.283427160233259,3.6059546492993833
96256,5.636581918597221,5.22318484261632,3.7968997031450273
97280,3.9584071077406406,4.200135918706655,4.6717755876481535
98304,3.8252417910844088,4.639668639749289,3.55469843223691
99328,4.592516715079546,3.93887542784214,7.019234213232994
100352,1.9104228630661964,3.772259433194995,2.650351992249489
101376,3.888614694774151,4.6404329389333725,3.607753875851631
102400,3.954212887212634,4.903812494128943,1.6289270555600524
103424,5.07082551419735,3.1135633282363413,2.685800289735198
104448,4.793695300072431,3.602568538486957,2.4006082277745007
105472,4.15218781158328,5.1272880651056765,4.018001113086939
106496,3.0421862468123435,2.758560710772872,3.0387411594390867
107520,4.123026147484779,6.334017233550549,3.5870588451623915
108544,1.644522200524807,7.850554317235947,3.6343568481504915
109568,1.0007942894473671,3.274650924652815,3.2621704593300818
110592,5.104022438824177,5.612348490208388,3.3138003148138524
111616,1.750124497897923,2.9981364272534847,5.755570205301046
112640,4.389836131408811,3.3134690571576355,9.190940319001674
113664,3.2266667153686286,4.107204660400749,4.899340461939573
114688,2.297595800831914,3.3286830998957155,3.0705137360841035
115712,2.122356859408319,3.305808511376381,1.9696952614933252
116736,1.358856888115406,3.5083245135843755,3.453243660181761
117760,4.731128092855215,2.1029365211725235,3.7952807575464247
118784,4.654400125145912,1.6458726910874248,3.821809659898281
119808,2.4287580013275147,2.800750575214624,3.2141592502593994
120832,2.174728159233928,3.420361365750432,0.8925415277481079
121856,1.0391198765486478,4.068356209993363,1.1400849228724836
122880,1.339453781582415,3.3165444035083054,1.3780009023845197
123904,1.7586312770843506,2.458789740875363,4.073880270123482
124928,0.5421309265308082,3.82613495066762,1.8699353098869325
125952,1.533821778558195,4.703503852337599,1.7750551719218493
126976,0.7275130840018391,2.0164061550050976,2.4063372377306225
128000,0.9735267844051124,2.805852777138353,1.6207156788557768
129024,3.052780395746231,1.920629496499896,4.479250812530518
130048,3.09119181483984,1.3791007820516823,3.798250303789973
131072,1.926035205647349,1.318956347182393,2.067491991072893
132096,1.3537016486749054,1.3182194780558347,2.333795856311917
133120,1.4858997266739606,2.284158954024315,4.3792386397719385
134144,1.9355645537376405,4.797135185450316,5.653664840012789
135168,1.5348803823813797,1.723069753497839,3.3823306381702425
136192,1.296095888502896,3.3367004185914992,3.1513672385364773
137216,1.5236851416528223,3.1316644098609685,1.6591924849897624
138240,1.9664205733686688,3.8818880409002303,3.153765670210123
139264,2.299696649983525,1.108911480568349,4.1420609198510645
140288,2.1865692351013424,3.1344014022499325,3.168905036151409
141312,3.167805941030383,3.6283108223229648,2.452676548808813
142336,2.7689023673534394,3.0182330586016177,3.0717946991324423
143360,2.1982062267139555,1.7501523554325105,3.5368693877011537
144384,1.0934843357652426,1.991970729455352,2.152385891601443
145408,2.128241176716984,2.369644758850336,2.309311819449067
146432,2.9666487272828816,1.289369649067521,1.6042200103402138
147456,1.735643415153027,1.7703360008075832,1.6585593361407518
148480,1.5426397677510977,1.2957098273560406,1.1249792100861669
149504,4.45993508324027,1.4003004521131517,2.07689260430634
150528,1.772410400211811,1.214152944087982,2.01228509247303
151552,1.6988811664283276,1.9263817563652992,1.7590546745806932
152576,1.6189557753503323,4.339399736374617,1.5918977696448564
153600,1.3422694897279144,1.6526145681738853,2.1072016146034
154624,1.9181273221969604,1.5609723627567291,4.2535505756735805
155648,2.928147473372519,2.374314846470952,2.4680662747472524
156672,1.822050327435136,1.0871189003810289,1.6522042106837034
157696,1.3940177205950022,1.9805345434695485,3.0616334840655326
158720,2.0448691599071025,2.105235239118337,1.880031280219555
159744,1.496460235118866,1.8410154242068528,1.3774773944169283
160768,1.3599148251116275,1.329532189294696,3.647595512121916
161792,1.7645218696445226,1.0247235303744673,1.87166654355824
162816,1.598972100764513,1.3930166885256767,1.366918402351439
163840,1.4305169280618428,1.5895656011998651,2.397728940844536
164864,3.035963212326169,1.1990126039832831,1.3554255850613117
165888,2.7309228029102086,1.8676746387034653,3.06965043283999
166912,2.991784154251218,1.7313953038305043,2.840837200731039
167936,1.5513320688158274,1.2737714940682054,1.9217111635953188
168960,2.214644514396787,1.181157317571342,1.6922047037631274
169984,0.8356570269912481,1.2380176585167646,1.1772168591618537
171008,1.374261615797877,1.1310777854174376,1.8881820030510426
172032,2.644845810160041,1.4710340313613417,1.5882537331432105
173056,1.4697932979092,2.005389589816332,1.396539107710123
174080,1.49260520208627,1.843585504218936,1.434567571617663
175104,1.4004236228764058,1.471353111229837,1.3731834422796965
176128,0.9603769037872552,1.8730661280453205,1.8328217413276433
177152,1.6327753204852342,1.4261972673237324,2.091985032707453
178176,1.1207517893984913,1.1025535639375448,2.147431716322899
179200,1.0532934485003351,1.2129147205501796,0.9373162116855382
180224,1.045736480690539,1.217289618216455,1.4874290589243173
181248,1.0275725057348608,1.429146498069167,1.0953573180362581
182272,1.0595031281001863,1.4949471646919847,1.7597038544714452
183296,1.0167106656357645,1.2512633664533497,1.6202191531658172
184320,1.69155582934618,0.9260559565387666,1.5748287040740252
