step,run_0
10000,-121.98978845926803
20000,-385.8437483303007
30000,-65.87239889064695
40000,-61.52489019780796
50000,-26.83772007312816
60000,-32.649315901291246
70000,-26.907676149292158
80000,-56.519567181649705
90000,-100.93220063092966
100000,-53.83769240011074
110000,-57.58781571988206
120000,-49.578535772330085
130000,-43.12646230878718
140000,-51.08366600254422
150000,-33.81848105335908
160000,-25.45595080144534
170000,-24.202638706219776
180000,-41.82434030147304
190000,-8.27486823649425
200000,-9.037715895480233
210000,-50.464053814528256
220000,-33.35949933231039
230000,-44.67643375583312
240000,-50.581800784715966
250000,-42.48589901121888
260000,-44.559333656377675
270000,-84.84981818565157
280000,-30.60430463664935
290000,-35.796614258342075
300000,-28.17558210692723
310000,-42.440887584086234
320000,-145.29175761790626
330000,-30.369211127467537
340000,-47.44990935413731
350000,-35.23423114120034
360000,-35.10740059650353
370000,-183.15924379658537
380000,-42.43973129857004
390000,-73.32718085360258
400000,-46.97183762505222
410000,-48.991226408749874
420000,-32.489880325955944
430000,-46.331601574879585
440000,-203.79619685677707
450000,-41.41509917815902
460000,-34.56394896022987
470000,-42.47553453303268
480000,-8.501893728920491
490000,-8.646087794944739
500000,-36.5597881084679
510000,-36.70017477703116
520000,-46.46887389869756
530000,-30.38255806571246
540000,-93.72564383854296
550000,-42.5033503413272
560000,-42.5166195903696
570000,-42.49695502085215
580000,-104.93537263380124
590000,-92.10668332042216
600000,-157.50040049488888
610000,-170.96826289974618
620000,-104.00430965423185
630000,-35.24339529065498
640000,-194.22497064332913
650000,-205.43500408816345
660000,-28.30628569990095
670000,-42.294951175947155
680000,-35.97068775143707
690000,-51.8434954260988
700000,-174.1500383153036
710000,-49.17774157321705
720000,-46.72908173644165
730000,-88.06065183758199
740000,-28.789967519802172
750000,-29.04388251060066
760000,-40.221572854849846
770000,-83.39601651441214
780000,-41.87315819323492
790000,-52.18277596465673
800000,-29.589993259289233
810000,-46.91135026238368
820000,-173.14672406738438
830000,-186.50267536474124
840000,-42.40621652143173
850000,-218.84387162600603
860000,-201.242414802844
870000,-215.3894900293557
880000,-7.594165249983273
890000,-22.695390164692917
900000,-213.76634374301435
910000,-43.57199615460014
920000,-207.66923146393555
930000,-42.375388242747356
940000,-213.9190835702763
950000,-42.39936884981756
960000,-42.397548538249126
970000,-224.28967030448584
980000,-40.31851220457895
990000,-42.42753486698711
