step,run_0,run_1
10000,-102.8049119684548,-46.621377096947754
20000,-270.58157994231334,-264.25789204969107
30000,-26.11623321589409,-31.580793894398596
40000,-63.18371533344535,-63.584593711003436
50000,-29.88309035077505,-41.774662377215535
60000,-29.0849452218953,-41.31981002138138
70000,-28.646054761875604,-29.736286838377175
80000,-63.17469244800392,-50.24387732002377
90000,-54.62053345759903,-57.79256057027322
100000,-69.11984401636201,-61.28682760367058
110000,-68.73150603148915,-62.858677388176105
120000,-51.93580483846958,-40.58098895676767
130000,-27.796357899048974,-29.28737513272148
140000,-62.53611041833581,-30.8058000030438
150000,-27.37426073608622,-55.30190830800816
160000,-36.29116900549458,-41.894907160247726
170000,-60.887440642004975,-58.72363773921936
180000,-61.0522886714118,-43.45581611305772
190000,-37.954638185429424,-58.49725217415056
200000,-40.30260762394676,-45.79319246846188
210000,-51.62878697741736,-51.001841042073956
220000,-32.894781790583146,-63.844934706663615
230000,-48.56617963172333,-29.629770411882088
240000,-60.05600356218747,-31.426697065510098
250000,-207.0949055587818,-56.113841199837275
260000,-45.70876192835426,-45.24588168651495
270000,-195.7595857624306,-30.52730038506988
280000,-40.33515463350215,-35.7864453651434
290000,-36.197005835044,-41.92452734438477
300000,-34.55396281906127,-55.47647498648121
310000,-225.02438789180044,-47.843488663077686
320000,-73.13251234189453,-48.329740624846906
330000,-34.52457938103235,-54.41552514995775
340000,-49.8978390574983,-28.583252562860174
350000,-35.71382346491282,-55.87339183585206
360000,-37.11170353242965,-51.85782058657746
370000,-68.25030418998597,-62.62229148509334
380000,-245.42617695366977,-42.98056230103627
390000,-71.27231286173696,-63.54980885148139
400000,-47.33557903717478,-37.32135354766884
410000,-33.2458500870015,-33.04080167757229
420000,-36.90731896292061,-48.590770014504784
430000,-47.11378236242709,-58.029673769214895
440000,-53.69632561438075,-56.76191679400503
450000,-51.33592761313949,-67.60726801133916
460000,-35.19408537616124,-55.71853264308485
470000,-65.75841313677,-43.51609571842743
480000,-33.27055980129818,-52.44130168617097
490000,-31.47532961201948,-63.003913376111115
500000,-35.40047637060195,-51.861560493823646
510000,-34.38996683078332,-54.60315401577681
520000,-47.00619290296056,-31.115167345041655
530000,-32.59943661387811,-72.46671889158002
540000,-47.7792384172528,-147.54126414041133
550000,-30.96744990356447,-49.43749068885765
560000,-30.29326294967839,-42.54732752492577
570000,-30.90526288510727,-35.18816373198233
