episode,run_0,run_1
0,-147.3763946400559,-70.99923612426521
1,-46.60865710631428,-130.76118426344547
2,-103.67828212443747,-112.08332480306143
3,-120.30841125284869,-99.74128861544389
4,-65.40544779496278,-53.9619651605219
5,-46.23867279296386,-78.25720059860728
6,-106.18530392491375,-48.40558526712886
7,-74.67788438797314,-52.06907261277649
8,-67.64028070195818,-46.08468761936364
9,-156.27528153517625,-159.1139339444528
10,-91.81433715361186,-78.80495849405052
11,-128.63346886589142,-91.27417684673775
12,-173.21790318394085,-49.026489777343954
13,-72.53053909414287,-62.84921660942571
14,-74.51557230324323,-116.21001443579465
15,-64.422397731981,-77.12132136236504
16,-52.13080233896842,-67.40266695810477
17,-49.37783815034384,-145.8049887578656
18,-131.40762758111714,-101.51498162503015
19,-113.38427298882269,-87.74928446272642
20,-50.22093708330985,-88.06345183290469
21,-79.79034354324,-97.02058197147599
22,-99.80959800612712,-60.5856178451453
23,-45.32318238073781,-95.03458209406716
24,-109.36512992952254,-83.19971149432969
25,-54.84992729570144,-56.0272860391029
26,-109.63460029715048,-58.64943857581183
27,-163.82550161760105,-88.18072676923262
28,-44.59709065279547,-70.38426650588995
29,-137.3915959511075,-121.1309827654801
30,-35.9004381199961,-47.36994625402386
31,-134.76930136394117,-62.042657790839115
32,-150.0672487761079,-146.51261049640837
33,-109.37274814819884,-155.76094007173742
34,-116.32976992304155,-51.33199876001428
35,-65.65274351910355,-104.31507193964374
36,-58.13652287393064,-76.58118714811485
37,-90.73218625884732,-53.118332943785674
38,-46.702642650232,-76.51190055852811
39,-176.92171832062584,-50.98994739223427
40,-122.85186425034502,-108.55363267929874
41,-85.73906831098294,-58.19391730085074
42,-81.42049788205415,-41.04179214877555
43,-57.76175043941389,-48.28855262315635
44,-90.89237761549865,-110.97885832449586
45,-119.04321386713866,-55.39465334638916
46,-134.2752870264258,-182.62201705364944
47,-46.21301095834323,-74.23568513636354
48,-74.06000668352755,-135.57649755020452
49,-76.85807471137373,-95.94835632417265
50,-72.3443880673749,-154.6970779956847
51,-53.57832713022872,-102.89968468717879
52,-49.79164905863979,-50.46787673675826
53,-86.62194582948771,-74.55537886819619
54,-138.02567174219183,-156.71463165322817
55,-58.14361447227255,-153.41697189811686
56,-148.895429870864,-98.96865332786678
57,-75.94667241527506,-118.54968878084362
58,-101.18934891254938,-111.11946902425797
59,-137.41819963705166,-117.24243537720524
60,-100.32356262251696,-67.78853995570279
61,-116.72443860745112,-183.61153025620177
62,-66.17872262282616,-52.56884334406294
63,-46.41588424551785,-57.711649221122705
64,-100.52924238902352,-72.49817346399689
65,-100.30398994844089,-74.88675057143769
66,-63.1408058162852,-162.5727124295529
67,-97.93588822701612,-80.2856640820771
68,-151.28360968159916,-73.68722736884666
69,-73.98852735502481,-67.58939400784601
70,-95.20675448212778,-77.87021809082687
71,-45.40156293203614,-91.26306590440407
72,-69.7815008625184,-79.96549247658011
73,-97.80631882895987,-128.89496348657403
74,-78.34119489832983,-96.53074236665223
75,-138.4076109026537,-332.5188862471123
76,-105.47396540899044,-47.64115267602935
77,-78.60198226220982,-82.60225268523936
78,-96.26082622700105,-187.66645422282073
79,-48.12364129220465,-175.76197424249654
80,-63.016868600536895,-186.49110391021716
81,-87.47752625921021,-70.77663822413271
82,-72.54626632365742,-103.04045056908134
83,-236.5400660463108,-103.82678906811114
84,-133.1022199525735,-129.2552347538196
85,-84.78383216935853,-76.48034944161307
86,-113.360715299858,-97.52474412366038
87,-243.93279188799363,-64.76375147634965
88,-119.60292776793192,-50.0714764026053
89,-198.5615384451116,-85.9171480989128
90,-67.69326781625648,-59.49174543029143
91,-108.6945153223216,-127.6041219973661
92,-109.17154770913903,-103.65031026773497
93,-96.56765364586435,-117.72737702759763
94,-152.0532587284137,-98.20739183405459
95,-82.45212537449085,-87.50766661609184
96,-82.91838970010623,-127.82977862072066
97,-79.79259028410482,-84.00513848012659
98,-129.1438592279065,-78.01918038552898
99,-59.08810288350587,-85.51271846015814
100,-100.19364692325354,-78.81700293102998
101,-94.75682300034065,-105.67363289398676
102,-70.92502242868117,-49.50182159630705
103,-225.87953000950165,-66.59859104462939
104,-85.79097924358078,-68.79455153123601
105,-92.63641422488512,-102.62991059050397
106,-90.42105726660988,-129.1121791275663
107,-80.35344968678085,-50.058428954613035
108,-120.76564392317992,-106.19874124228616
109,-97.66731425391686,-104.35345554547833
110,-226.26426137183228,-52.93961048893597
111,-112.26088809801604,-54.41117881776159
112,-178.8071422801783,-63.467058283255724
113,-38.65332705035619,-97.19872858073744
114,-62.06047391784726,-78.3583559017717
115,-148.38939102862787,-154.51047377489581
116,-255.6191014674424,-67.21532449522229
117,-65.9832601568013,-73.8594582654404
118,-75.8665309527867,-106.8673045834907
119,-181.3537461703025,-76.69730210642604
120,-207.34298366663765,-50.27279048324247
121,-104.76538728083752,-82.13502973764867
122,-74.48644847587165,-79.01604786296757
123,-96.63427663015769,-79.28367222966719
124,-111.1490979998973,-238.76763522845047
125,-66.96748641243173,-202.57563565661323
126,-72.36887377425353,-174.1626306056305
127,-96.22957367228447,-69.70942431989276
128,-64.0719125672409,-79.85618109963855
129,-87.32404527844473,-107.85397245981366
130,-126.09007861987962,-64.34247681367108
131,-224.96239765095143,-84.1420946256795
132,-142.9425997439092,-121.30383925929965
133,-109.62880630009096,-105.35295927020394
134,-89.60321314056543,-109.30528432850015
135,-78.74028052517616,-208.37585213455566
136,-102.4649975516278,-80.78565567441007
137,-92.34958707118956,-64.13073231612393
138,-251.33958682605848,-80.41840904135972
139,-92.56924055294904,-84.88160178921353
140,-107.08550126726789,-326.82479809258285
141,-90.89083122398084,-191.5842411239181
142,-85.57223246472343,-65.97807216591606
143,-74.32443809191358,-46.849538333334884
144,-55.46288423562486,-80.96676856857056
145,-323.2373373865161,-94.47962915251864
146,-89.18616964481836,-59.66738858224413
147,-54.33199024327941,-76.72008442464023
148,-84.5769340788414,-265.8292069889625
149,-119.89743551751351,-158.57691978645383
150,-74.55781481273975,-97.17950208807146
151,-248.8605475555877,-97.43044837650375
152,-67.02349630716142,-67.1706125413611
153,-176.57111855762025,-269.95636413197474
154,-212.9830786942212,-265.5250039439588
155,-200.003478678934,-159.63105683489198
156,-87.17260316777718,-83.9503632205635
