step,run_0,run_1
10000,-139.13037605717724,-303.07861956198525
20000,-73.32010086756262,-166.54141150126318
30000,-43.92880033931155,-90.89177673938165
40000,-247.7815934811813,-60.739238175123916
50000,-59.15129146284789,-93.76737364335811
60000,-90.64442055227414,-45.07430480817648
70000,-61.76973821081823,-68.09330487498643
80000,-38.12188689802346,-59.30272703675483
90000,-77.08013479856587,-54.26558355358918
100000,-71.41086870035859,-63.61092388512539
110000,-62.19627260843023,-61.563855630437914
120000,-94.44943520324458,-63.496873127500784
130000,-57.0960698059522,-39.085362278962954
140000,-14.08750447411868,-39.18858860540898
150000,-59.05260717968388,-52.17003720807669
160000,-55.84554091264298,-58.52475440212564
170000,-39.84898655243502,-50.41947601982196
180000,-40.0107745593556,-45.64692508064244
190000,-30.25129262292623,-62.40334942115854
200000,-39.754299625646965,-55.787436321599515
210000,-34.02062134109364,-41.209493359573266
220000,-65.00337137762203,-59.65112173900667
230000,-61.41998173872864,-42.82530748631782
240000,-46.891021599177954,-37.88829686259332
250000,-64.24065317093118,-51.502825075662116
260000,-61.43856637668786,-42.72132837544133
270000,-55.50752571795943,-40.859479887628915
280000,-64.30951719042321,-56.80157718467585
290000,-40.92783747606465,-41.84614260803348
300000,-35.47145598317349,-54.6956854549956
310000,-74.01705897496961,-53.07180585662892
320000,-39.95425021796003,-59.755333079108624
330000,-55.40764372346508,-60.148510465862394
340000,-34.96447287304686,-34.146410640246
350000,-40.76768865411496,-36.54250999269974
360000,-57.15479991280763,-43.16480904170072
370000,-40.327164758823486,-57.51962073770571
380000,-44.65956986629507,-55.681536802201535
390000,-69.12493467493353,-59.737054862582625
400000,-57.96140498848853,-36.955466008967925
410000,-54.91605960274424,-43.674691151908625
420000,-48.23193621244921,-35.29896855845753
430000,-40.660175227503146,-43.53918611629639
440000,-57.42553334636922,-50.51666388738934
450000,-40.41511975078686,-52.98600953576248
460000,-62.11373211897451,-35.810117992139496
470000,-57.42283292484297,-43.91804267284213
480000,-65.80110754501855,-55.53610500235368
490000,-35.84977312021634,-53.61351885608009
500000,-57.37497057264268,-59.952214054490376
510000,-54.635187829657326,-48.3382834616026
520000,-49.43282276176405,-39.109886560872965
530000,-33.377692774254456,-34.25684194141682
540000,-35.13572031700297,-42.058888130754255
550000,-31.09218283129031,-45.72582307281929
560000,-33.02397524369929,-47.588908863721265
570000,-42.84179224516204,-43.021522859122996
580000,-50.12835245584355,-41.96509194638354
590000,-32.297025682030906,-32.21481005791904
600000,-42.0837894609036,-43.385035009261756
610000,-47.52390804200552,-35.676937382336035
620000,-43.983038359911056,-31.751542555806353
630000,-56.70385937512288,-43.33962741308845
640000,-32.61607325204069,-44.019966023192914
650000,-42.0187560833445,-30.625289967321514
660000,-51.601585588390336,-35.501586142806616
670000,-50.316336023471386,-48.67832393280011
680000,-46.24929994062414,-28.553360112088846
690000,-33.36030322668727,-9.681091120271098
700000,-45.8881318983353,-40.62115952256967
710000,-41.62584627257537,-43.75071669606277
