episode,run_0,run_1,run_2
0,-126.22881213345956,-126.90381702369616,-131.68349187211402
1,-197.6772064362134,-154.6374065299789,-125.57471145501694
2,-136.01787008402985,-173.78062696939563,-161.71031563140608
3,-166.13238668152178,-129.85186938091385,-114.90748652255527
4,-118.62105040410992,-211.56517166177247,-139.73015473007933
5,-146.07556188647385,-114.68569674060474,-214.20886605984765
6,-149.15888774534534,-136.13296040633128,-115.6231681937097
7,-156.3114782589271,-128.9883921990322,-146.47520732984313
8,-194.8925863733537,-159.38686793458734,-155.41911249545606
9,-121.82713907283362,-115.37842675003591,-122.68381580171022
10,-225.91551492435696,-120.08637070167109,-166.17541940168445
11,-184.94464757530488,-168.5733835322356,-183.08849526565962
12,-163.4287857875095,-148.70313467465792,-110.60397034790958
13,-176.53906035977144,-151.5625741074008,-137.75286004757527
14,-128.6462715573957,-145.88250857121514,-307.4816469883493
15,-129.11654867708867,-177.77729312221402,-118.24525670129425
16,-134.8945693511104,-125.95952497256926,-149.4865135202347
17,-149.62766562421177,-120.72201058285606,-201.99305402363734
18,-144.84549787130817,-127.22024268278103,-202.38658254698137
19,-123.63225593972628,-115.13196359777584,-130.52542988653568
20,-132.99127765507197,-123.79595545594202,-130.4803820008374
21,-137.9772006396339,-138.76861459403534,-245.9974689413173
22,-147.6593730350991,-128.61423167624295,-142.70263129975174
23,-130.64540616315975,-154.6573986990922,-180.42548223118268
24,-232.0836680728124,-165.60679523255436,-136.47802793473397
25,-125.85856215070854,-134.1612070867833,-141.10039102420342
26,-157.340687302918,-120.16765516890604,-206.50862931584794
27,-168.9501151429551,-137.58283397565407,-147.77203806629896
28,-175.7681498494174,-130.32245027398614,-133.0458839736779
29,-166.28288045090835,-137.08582077400723,-132.32545655575277
30,-188.82229758804647,-193.9354846421392,-232.63016901947782
31,-125.37097787783044,-128.7232750016359,-136.44251537311442
32,-146.68534406006023,-128.6168071956903,-118.79725470287588
33,-146.24558772495843,-117.87258225170616,-142.38612216442425
34,-131.60158423858405,-145.324708847613,-173.03649880653143
35,-158.89037132015696,-145.35938610767343,-175.64859655527317
36,-143.59669242439625,-143.85229770427193,-150.23078734338537
37,-133.6560667671872,-138.16946879207444,-240.0145056912546
38,-125.385931265032,-210.9930647515424,-179.65434889244585
39,-214.66938569517907,-161.32703220261303,-149.4002488469385
40,-133.40683523416874,-188.4506913844947,-171.94976324093972
41,-166.42662865106644,-179.9565680692267,-133.45221732138253
42,-150.50170852013338,-129.1300706499545,-132.88773773858168
43,-163.62515425810042,-162.47180083715477,-112.35659403769579
