step,run_0
2048,-2.843104562163353
4096,-2.837575075030327
6144,-2.8305690795183183
8192,-2.838716152310371
10240,-2.8468137361109256
12288,-2.8651559859514237
14336,-2.8683667249977587
16384,-2.8774336211383345
18432,-2.8813038639724255
20480,-2.8803991690278052
22528,-2.869737511128187
24576,-2.860418913513422
26624,-2.858143999427557
28672,-2.8584790036082266
30720,-2.860567493736744
32768,-2.8629336051642893
34816,-2.863573932647705
36864,-2.862762963026762
38912,-2.8696676418185234
40960,-2.8715639881789685
43008,-2.85579434260726
45056,-2.854103037714958
47104,-2.8545435033738613
49152,-2.8573948480188847
51200,-2.8479989543557167
53248,-2.850067564845085
55296,-2.849641040712595
57344,-2.862433026731014
59392,-2.871929468214512
61440,-2.8792527221143245
63488,-2.8805528774857523
65536,-2.9006778202950954
67584,-2.921488417685032
69632,-2.9174811080098153
71680,-2.9134296134114264
73728,-2.908013343065977
75776,-2.905096361786127
77824,-2.9086742021143435
79872,-2.922545450925827
81920,-2.938731621950865
83968,-2.9420851193368436
86016,-2.946954035758972
88064,-2.948256704211235
90112,-2.927065359055996
92160,-2.9198530197143553
94208,-2.934174604713917
96256,-2.9436588048934937
98304,-2.948419149965048
100352,-2.951004680991173
102400,-2.9504513889551163
104448,-2.9460612945258617
106496,-2.942423427850008
108544,-2.9412780314683915
110592,-2.9345058880746366
112640,-2.9234243988990785
114688,-2.9228950388729573
116736,-2.9302015639841557
118784,-2.9366004548966886
120832,-2.936427729576826
122880,-2.9411537811160087
124928,-2.9539347901940345
126976,-2.972140920162201
129024,-2.978542040288448
131072,-2.9864885307848454
133120,-3.008287187665701
135168,-3.0259245611727237
137216,-3.043925867974758
139264,-3.05486347079277
141312,-3.05547271668911
143360,-3.0598321586847304
145408,-3.0641550555825234
147456,-3.069512715935707
149504,-3.065412876754999
151552,-3.054143151640892
153600,-3.050031767785549
155648,-3.057476645708084
157696,-3.0667384885251523
159744,-3.0802557572722433
161792,-3.10199034512043
163840,-3.106027901172638
165888,-3.1015301987528803
167936,-3.097561223804951
169984,-3.087620550394058
172032,-3.087247809022665
174080,-3.0824460119009016
176128,-3.082879664003849
178176,-3.0950269900262355
180224,-3.1036922849714754
182272,-3.1199455186724663
184320,-3.126683382689953
186368,-3.119657349586487
188416,-3.1140810057520865
190464,-3.1082395114004613
192512,-3.0983515910804273
194560,-3.091268648207188
196608,-3.0935604140162467
198656,-3.0983488127589225
200704,-3.100366587936878
202752,-3.1039755426347257
204800,-3.1113620519638063
206848,-3.12547507584095
208896,-3.1353620402514935
210944,-3.1398261740803717
212992,-3.1449891574680806
215040,-3.1534685745835302
217088,-3.1746997527778147
219136,-3.1889197528362274
221184,-3.1871039517223836
223232,-3.188720013946295
225280,-3.1842754550278185
227328,-3.1851584151387216
229376,-3.1981231048703194
231424,-3.2232242792844774
233472,-3.2391552709043028
235520,-3.2423434108495712
237568,-3.243705190718174
239616,-3.2421080954372883
241664,-3.248335050046444
243712,-3.2595049239695073
245760,-3.275181109458208
247808,-3.2691905930638314
249856,-3.2632153436541556
251904,-3.267075730115175
253952,-3.2643073961138724
256000,-3.2703290298581122
258048,-3.2803269535303117
260096,-3.302403286844492
