step,run_0,run_1,run_2
2048,0.0028200322500197,0.0042859526685788,0.0034856003388995306
4096,0.0025390709954081,0.0032650972818373,0.0042566494492348285
6144,0.0031537425194983,0.0050137164478655,0.004773185287194792
8192,0.0048309021134627,0.0041416903070057,0.003540301221073605
10240,0.0048923990849289,0.0037673674290999,0.003749196797434706
12288,0.0051941320649348,0.0051859704239177,0.002985126980638597
14336,0.0051144050259608,0.0029598973327665,0.0035297514259582385
16384,0.0044778333554859,0.0033031794650014,0.0042164684273302555
18432,0.0046223945668316,0.0043054967274656,0.0036978307020035573
20480,0.0044759489697753,0.0055407765292329,0.0037159759958740324
22528,0.0058310962456744,0.0049071769943111,0.005143569891515654
24576,0.0049254092271439,0.0045656081289052,0.0048285491167916915
26624,0.00710843137349,0.0039503106527263,0.004613489992334507
28672,0.0058097465007449,0.0038357677447493,0.007099485358048696
30720,0.0052591932326322,0.0059512553998501,0.005498612429073546
32768,0.004837117025454,0.0055173718967125,0.00621829938609153
34816,0.0058074570610187,0.00551279586507,0.00476365885551786
36864,0.0043832624724018,0.0056007863517152,0.0053905321401543915
38912,0.0049778196116676,0.0062539934369851,0.00496813217032468
40960,0.004839968952001,0.0060847431843285,0.005128367093857378
43008,0.0059056207755929,0.008094082964817,0.005761261422594544
45056,0.0057285229733679,0.0057067094414378,0.0055545560899190605
47104,0.0059137163712875,0.0065383106950321,0.005787515250267461
49152,0.0044791843363782,0.0077593075649929,0.007256543070252519
51200,0.005094709561672,0.0053290961121092,0.004963497816061135
53248,0.0046582232331275,0.0091160326512181,0.006387429403548595
55296,0.0054855775597388,0.0051797699401504,0.0054462336338474415
57344,0.0052856798050925,0.0060712979757227,0.006218471367901657
59392,0.0062938981936895,0.0073088854944217,0.005403785419184714
61440,0.0086391159056802,0.0062106575642246,0.005977106858335901
63488,0.0083891443660832,0.0051373140551731,0.00781541547330562
65536,0.007423840436968,0.0070501933456398,0.006309644364228007
67584,0.0067324616044061,0.0053481534312595,0.0066311975009739395
69632,0.0054162002867087,0.0058584308033459,0.00625136465387186
71680,0.0056229857946163,0.0071735436547896,0.007471498688391876
73728,0.0046771371547947,0.0061664659253438,0.005461552947235759
75776,0.0055669966925051,0.0059500083298189,0.005608076862699818
77824,0.0060884579070261,0.0050981484921067,0.005903353460598737
79872,0.0062911417262512,0.0053188602498266,0.006216773577034473
81920,0.0068013991665793,0.006162613959168,0.006888706499012187
83968,0.0062348379666218,0.0064314788018236,0.0052232432790333405
86016,0.0053063458326505,0.0070712456217734,0.006899128116492648
88064,0.0073886100566596,0.0058711054080049,0.004867640740121715
90112,0.006388151946885,0.0056814489391399,0.006144499573565554
92160,0.0049510195138282,0.0056950574624352,0.004878973214363214
94208,0.0058400972338858,0.0063717434968566,0.006237840179528576
96256,0.0055216379463672,0.0071721303655067,0.0052298267954029145
98304,0.0055550143515574,0.0056887403829023,0.0065957426864770245
100352,0.0070648576031089,0.0060699076013406,0.0068199018031009475
102400,0.0070767970959423,0.0067276011468493,0.00574623875436373
104448,0.0065387792041292,0.006958662244142,0.004359145196212921
106496,0.0066749997567967,0.0074317963895737,0.005648845912946854
108544,0.0070593182186712,0.0082179932418512,0.006703078413556796
110592,0.005375978880329,0.0064248563008732,0.005758394465374295
112640,0.0066597881741472,0.0070892719813855,0.005634067465143744
114688,0.0057486411227728,0.0079352507804287,0.0055941474027349615
116736,0.0057918251564842,0.0059846797492355,0.005731581572035793
118784,0.0070280818268656,0.006994524122274,0.006283887206518557
