episode,run_0
0,-147.37639464005593
1,-46.60865710631428
2,-103.67828212443747
3,-120.30841125284869
4,-65.40544779496278
5,-46.23867279296386
6,-106.18530392491377
7,-74.67788438797314
8,-67.64028070195818
9,-156.27528153517625
10,-91.81433715361186
11,-128.63346886589142
12,-173.21790318394085
13,-72.53053909414287
14,-74.51557230324323
15,-64.422397731981
16,-52.13080233896842
17,-49.37783815034384
18,-131.40762758111714
19,-113.38427298882269
20,-50.22093708330985
21,-79.79034354324
22,-99.80959800612712
23,-45.32318238073781
24,-109.36512992952254
25,-54.849927295701434
26,-109.63460029715048
27,-163.82550161760105
28,-44.59709065279547
29,-137.3915959511075
30,-35.9004381199961
31,-134.76930136394117
32,-150.0672487761079
33,-109.37274814819885
34,-116.32976992304157
35,-65.65274351910355
36,-58.13652287393064
37,-90.73218625884732
38,-46.702642650232
39,-176.92171832062584
40,-122.85186425034502
41,-85.73906831098294
42,-81.42049788205415
43,-57.76175043941389
44,-90.89237761549865
45,-119.04321386713866
46,-134.2752870264258
47,-46.21301095834323
48,-74.06000668352755
49,-76.85807471137373
50,-72.3443880673749
51,-53.578327130228715
52,-49.79164905863979
53,-86.62194582948771
54,-138.02567174219183
55,-58.09539457675873
56,-153.86477322085756
57,-81.78592460466882
58,-141.7420652375494
59,-83.17155220585472
60,-90.31008801117697
61,-114.2042587212331
62,-55.47650525859081
63,-55.902031717946684
64,-95.22161676552469
65,-103.84916629483618
66,-91.83362736187351
67,-72.55098533486017
68,-87.68604650878035
69,-45.61940740748804
70,-68.58328830584124
71,-83.55227357538864
72,-64.5251275030525
73,-116.33584281483769
74,-70.61255084784025
75,-262.3123865519226
76,-85.21917643295266
77,-98.0221340228568
78,-71.34394905555122
79,-66.43979627374412
80,-111.19534057184677
81,-232.9207431348932
82,-93.14566346387473
83,-105.5039475401273
84,-129.89394910423954
85,-127.9258462360499
86,-55.142566634517614
87,-117.52984304536966
88,-96.64369229142248
89,-75.76839827975897
90,-125.6386457414086
91,-103.27624676636873
92,-154.1970147810435
93,-53.443535622417215
94,-71.67166338723018
95,-74.41044641355342
96,-185.24692421249588
97,-63.05752146179023
98,-128.94708834832318
99,-103.98482905116596
100,-96.17591908477226
101,-88.1247467416807
102,-94.22349821609559
103,-74.21703804088345
104,-70.54527993456443
105,-63.80278352464912
106,-176.86319459675514
107,-57.61036373396904
108,-69.50924377677603
109,-83.66660932301733
110,-82.34889731047029
111,-77.80333596397533
112,-57.9275373554149
113,-87.25214804705384
114,-75.82053275135723
115,-104.81521507584716
116,-63.18227002432222
117,-110.09672944469222
118,-151.70181516489026
119,-93.14476985386531
120,-46.93497869264385
121,-67.20688784446064
122,-301.40583188815117
123,-66.3940962547866
124,-84.10451420005963
125,-106.29861891835466
126,-70.07028388306591
127,-55.399740644506
128,-225.6881341924981
129,-57.56677806644403
130,-95.48446746982239
131,-105.71608857869252
132,-73.67602595894375
133,-92.02324490154413
134,-99.18917606190226
135,-83.73572915993113
136,-75.20055064622707
137,-82.78302874154068
138,-116.6652658707696
139,-104.41242513420741
140,-118.72427375737315
141,-325.57444010276566
142,-80.1962277570405
143,-101.93387228540865
144,-125.80410077841972
145,-201.8606095019789
146,-85.86611245364166
147,-112.19092584160413
148,-112.68169570610414
149,-70.8734166170605
150,-114.0938214852401
151,-51.97542509427886
152,-86.87154288773819
153,-171.0826896128453
154,-104.63557549326134
155,-47.01605457262724
156,-79.52712384130594
157,-117.22076601747926
158,-180.1306987338496
159,-73.4241755135765
160,-192.61480189603395
161,-94.02505772479086
162,-231.55573315544586
163,-111.76898366347686
164,-124.20657037238797
165,-95.5890311500633
166,-78.63211744923103
167,-207.10584858480055
168,-83.99694707527335
169,-129.19030692503213
170,-183.5096024772314
171,-86.26097586300145
172,-79.2141850233986
173,-118.4335352664504
174,-224.36742262172112
175,-152.1231007356207
176,-53.70801669540144
177,-300.1527837650343
178,-102.95393333889282
179,-298.20344276045626
180,-91.50329789738556
181,-49.353380362724295
182,-208.40304420247926
183,-78.21353170042127
184,-280.6323232172993
185,-110.3065204844414
186,-94.06934820251531
187,-93.81329329460415
188,-68.9388270593545
