step,run_0
1024,-0.007260281482012942
2048,-0.00688387987902388
3072,-0.012122009304584935
4096,-0.014594067074358463
5120,-0.013494184555020184
6144,-0.015059916384052486
7168,-0.012571467517409474
8192,-0.01796713760122657
9216,-0.01286830318858847
10240,-0.004109148355200887
11264,-0.010871721612056717
12288,-0.007627100648824126
13312,-0.004903216159436852
14336,-0.016815277736168355
15360,-0.014588099624961614
16384,-0.00980019688140601
17408,-0.010442376590799541
18432,-0.008878019044641406
19456,-0.010385294433217496
20480,-0.011386690801009536
21504,-0.01316062785917893
22528,-0.006384911818895489
23552,-0.004670305672334507
24576,-0.010773088579298928
25600,-0.011013739660847932
26624,-0.004853736434597522
27648,-0.00949110320652835
28672,-0.01218416083138436
29696,-0.006890893162926659
30720,-0.004238513112068176
31744,-0.0046751996385864915
32768,-0.012297905096784235
33792,-0.005369235127000138
34816,-0.010832705214852467
35840,-0.004886857006931677
36864,-0.014058024442056194
37888,-0.008359707979252562
38912,-0.010046018566936255
39936,-0.009103105124086141
40960,-0.008446296642068774
41984,0.002246621041558683
43008,-0.006142174266278744
44032,-0.0051952924055513
45056,-0.0030411239713430405
46080,-0.010541226575151086
47104,-0.0016832569963298738
48128,-0.002463545184582472
49152,-0.007141797023359686
50176,-0.005951281363377347
51200,-0.018644126341678204
52224,-0.010769031842937694
53248,-0.008862468466395513
54272,-0.011135641532018781
55296,-0.010860092582879588
56320,-0.010608982353005558
57344,-0.012167108553694562
58368,-0.0033688419265672565
59392,-0.016845186351565643
60416,-0.010330177191644908
61440,0.0015799771703314037
62464,-0.0020555499009788035
63488,-0.00458972123451531
64512,-0.00785528682754375
65536,-0.004914389702025801
66560,-0.005889144854154438
67584,-0.004058954655192792
68608,-0.009559577435720713
69632,-0.004949491599109024
70656,-0.005383169639389962
71680,-0.012227382278069854
72704,-0.0133187381667085
73728,-0.0077742832014337186
74752,-0.02156673411373049
75776,-0.007514503330457956
76800,-0.002463470946531743
77824,-0.011164825025480241
78848,-0.008650475111790002
79872,-0.008686781418509782
80896,-0.006819406134309247
81920,-0.006233726517530158
82944,-0.004894129210151732
83968,-0.0018201737198978662
84992,-0.005925553117413074
86016,-0.0058771569456439465
87040,-0.0029942725843284277
88064,-0.0007481163658667356
89088,0.0008823919633869082
90112,-0.013978218822740019
91136,-0.008418671629624442
92160,-0.0012212548783281818
93184,-0.008062475756742061
94208,-0.0021137551491847264
95232,0.001500143459998071
96256,-0.018371103442041202
97280,-0.009578194154892116
98304,-0.0071077444998081775
99328,-0.005010352609679103
100352,-0.005711930070538074
101376,-0.00590316962916404
102400,-0.006317002343712375
103424,-0.0006736101699061692
104448,-0.005658936512190849
105472,-0.015024556836578995
106496,-0.026384462171699853
107520,-0.004144042369443923
108544,-0.010611102567054331
109568,-0.005725628975778818
110592,-0.017192736332071946
111616,-0.01148928184993565
112640,-0.02065363493748009
113664,-0.007899890799308196
114688,-0.011408413428580389
115712,-0.0074039117025677115
116736,-0.004862850694917142
117760,-0.011175756028387695
118784,-0.00830143757048063
119808,-0.005559882894158363
120832,-0.011853422119747848
121856,-0.01808026892831549
122880,-0.007271447638049722
123904,-0.0061542268609628085
124928,-0.017028441943693906
125952,-0.009591672976966947
126976,-0.009732433361932635
128000,-0.012673734955023974
129024,-0.021817545418161898
130048,-0.00826757790055126
131072,-0.006239614973310381
132096,-0.009665129787754268
133120,-0.006587672018213198
134144,-0.016566614410839973
135168,-0.016522432526107876
136192,-0.006404110579751432
137216,-0.013449450267944484
138240,-0.01445899436948821
139264,-0.010696402296889573
140288,-0.007946237188298256
141312,-0.0043543364328797905
142336,-0.007652409351430833
143360,-0.0055429351050406694
144384,-0.00707876366795972
145408,-0.012163558311294764
146432,-0.03256559449364431
147456,-0.009448208881076425
148480,-0.0036430123029276727
149504,-0.00849153873277828
150528,-0.005142052221344784
151552,-0.000461047631688416
152576,-0.009543258068151771
153600,-0.015172904485370963
154624,-0.008441348688211291
155648,-0.008843892149161547
156672,-0.0037697125866543502
157696,-0.00177701948559843
158720,-0.009469363908283412
159744,-0.0034334808820858597
160768,-0.005410245998064056
161792,-0.005137529177591205
162816,-0.0038840372522827237
163840,-0.005242860643193126
164864,-0.004043693927815184
165888,-0.01141354751889594
166912,-0.009623493358958513
167936,-0.00781247413251549
168960,-0.00647053163847886
169984,-0.005745064816437662
171008,-0.0029884034651331604
172032,-0.008197516947984696
173056,-0.004898856801446527
174080,-0.015643006179016084
175104,-0.010083715879591181
176128,-0.005074545182287693
177152,-0.005887056316714734
178176,-0.004842190491035581
179200,-0.011936747096478939
180224,-0.009893797626136801
181248,-0.0059385723667219285
182272,-0.006729823793284595
183296,-0.005856069445144385
184320,-0.011440954997669905
185344,-0.006129788735415786
186368,-0.003438043955247849
187392,-0.005717042787000537
188416,-0.00790153412381187
189440,-0.013332112331409008
190464,-0.010177845373982563
191488,-0.008670104009797796
192512,-0.005288682575337589
193536,-0.00943750018486753
194560,-0.017806943820323794
195584,-0.010285751079209149
196608,-0.009854411229025573
197632,-0.00811251075938344
198656,-0.0151009785477072
199680,-0.00435496426653117
200704,-0.008755212160758674
201728,-0.006084919616114348
202752,-0.007409173238556832
203776,-0.0040785958583001046
204800,-0.010601513751316816
205824,-0.01151435311185196
206848,-0.005400825192919001
207872,-0.01102114794193767
208896,-0.0071530791057739405
209920,-0.011924269219161943
210944,-0.0024010890629142523
211968,-0.009487631765659898
212992,-0.007114325498696417
214016,-0.010514219559263438
