step,run_0,run_1,run_2,run_3
10000,-105.2148984327576,-91.24977033974336,-73.46891257644569,-69.45047979678283
20000,-255.7421692307256,-68.64694066561759,-101.08891998202022,-93.82069241608863
30000,-235.2414073911557,-47.65299465796088,-51.7180726580919,-68.9742685110903
40000,-38.39895190620972,-39.46197841143233,-44.36759154526264,-40.956447234204816
50000,-62.53774270286415,-38.0723915342716,-39.82938406574004,-60.10568396437529
60000,-102.20310879349223,-57.63256920768134,-35.85176020374324,-109.97648444659188
70000,-60.95786981727545,-61.7195852094453,-55.71805006173474,-55.80164535976816
80000,-38.92864077137921,-34.04493432468153,-59.10099614822962,-36.064077440308495
90000,-93.51883863265118,-57.09209133424531,-59.292309447702905,-57.85020914035235
100000,-58.67376251427356,-55.8192710946806,-33.2088529722791,-59.22157556908354
110000,-67.17215167464414,-57.232579269207,-63.731846347883945,-46.785256862521635
120000,-250.61973880008364,-65.3523128635357,-60.323281424125895,-58.011975526542344
130000,-57.69445057366853,-32.86784879214498,-34.342249798821534,-56.74662173121063
140000,-35.84719063005454,-53.19206094681273,-46.89437340640958,-39.880657480187665
150000,-65.53109629426102,-59.54127182633529,-55.11087337539524,-86.01389770398418
160000,-107.81560974635433,-59.05868680204631,-52.9161480655284,-65.84588525857103
170000,-31.778064889465995,-53.77321703534245,-50.53611954532909,-53.587046336156924
180000,-33.2042959906949,-58.439660432527575,-38.47890852765079,-49.74189012241118
190000,-65.13351291229442,-44.01824986126924,-62.28273671454042,-51.600140694083606
200000,-33.37163543567413,-52.79371631496487,-170.81359902387345,-57.537786661967274
210000,-240.1767150389294,-61.12357671626605,-219.77088373421304,-96.13184869253283
220000,-219.56330763796868,-144.79555369624853,-51.58261265859884,-63.21850332692311
230000,-244.9814542698581,-43.95566496489673,-37.45815961404323,-46.14093391936321
240000,-51.68702343174234,-61.61724216884642,-38.4071126435084,-35.60764210651119
250000,-62.259706582128175,-39.8151956919094,-53.53717944011231,-39.46126420608625
260000,-251.3800332966733,-53.25024649767256,-33.43366603349516,-78.1108360508791
270000,-73.61306736125675,-63.1481046151973,-158.0451751978353,-40.62356198470583
280000,-60.99471341818618,-44.09550469787257,-155.91933418503908,-37.06113692741057
290000,-47.529898332308974,-65.14376750776535,-55.1945229328195,-114.62752587223491
300000,-204.3625797904688,-177.56736857318475,-32.528090906644536,-44.58602272643777
310000,-239.68058972608225,-49.05170779472319,-41.93231087370627,-40.00294749635235
320000,-38.39055553172611,-58.257297607150136,-41.65977131529246,-203.3201489639808
330000,-86.1683636024897,-76.94915921315585,-38.658347055313314,-36.54865350490015
340000,-194.4181053539113,-63.84208062662897,-47.203090709121255,-45.874210192790194
350000,-41.44860203036373,-65.56873700444663,-50.40053464521616,-60.671774662040264
360000,-44.63410551995608,-47.19441953557612,-50.95434298188498,-56.16353764187559
370000,-39.2993746835037,-66.59203000883613,-40.30489559433236,-35.40115194874033
380000,-39.55340515507714,-58.2595538324828,-35.188758451810386,-64.11230544341853
390000,-254.3502582423427,-161.08116778845047,-40.282635237271215,-45.44005407292062
400000,-51.74431968234592,-157.41115142878007,-52.6818921421398,-72.54989468328286
410000,-206.7682610890316,-54.66454587196337,-51.26854533217304,-37.280967586796905
420000,-41.75832471817216,-36.27443393968505,-52.3677845716565,-35.91319649902159
430000,-41.083768796673866,-151.45030581678176,-39.01465625643798,-45.97106010938235
440000,-47.13779994790961,-39.20517154290713,-178.59235385910927,-35.509680881553955
450000,-41.71919407999528,-44.36666685815541,-34.92450575599484,-37.98984813865217
460000,-61.72737462123865,-57.09307941404191,-35.060191614786845,-71.56382662172757
470000,-42.7361770127588,-172.2324271153398,-40.79100039153647,-35.98304359475019
480000,-70.18921161985293,-53.993734533243895,-36.060525938198495,-46.44946147315517
490000,-180.8726326694174,-55.60077501188994,-35.961813376065805,-56.30137477778008
