episode,run_0,run_1,run_2,run_3
0,-147.3763946400559,-94.3514789130333,-69.12128724545336,-230.25926235058085
1,-46.60865710631428,-78.05366826863413,-130.8231385841252,-58.55273675797744
2,-103.67828212443747,-94.4637999178316,-177.29030171297714,-66.42950880204076
3,-120.30841125284869,-46.18350676870438,-92.46924487483736,-131.46986561805747
4,-65.40544779496278,-45.9372217687913,-61.44297407052589,-52.69251040292583
5,-46.23867279296386,-64.73451985565131,-56.5364171397932,-46.102583840572464
6,-106.18530392491375,-113.29963944662624,-69.2453596922682,-102.91554777152538
7,-74.67788438797314,-63.93475636109399,-49.25492133994051,-160.45410111756644
8,-67.64028070195818,-103.9857125041521,-64.752964508304,-54.16670469492385
9,-156.27528153517625,-55.9404215330992,-110.90391331501468,-100.6870326936903
10,-91.81433715361186,-73.04591605383114,-75.48355675655836,-43.11651091340278
11,-128.63346886589142,-66.46918226005594,-153.01287674955046,-49.62483373594226
12,-173.21790318394085,-88.21839993636672,-111.57870019951054,-56.240023669481886
13,-72.53053909414287,-119.98118320169876,-134.00017087972256,-68.06233271166249
14,-74.51557230324323,-239.2238163086303,-150.68476503179488,-89.04420473381315
15,-64.422397731981,-72.92927470921856,-96.59545436649069,-82.5166653004143
16,-52.13080233896842,-176.34654390705816,-49.930474900658496,-54.828185647619605
17,-49.37783815034384,-71.9987350976566,-88.77660883555156,-91.54741840812585
18,-131.40762758111714,-47.36910807291218,-108.73564379886147,-78.71966538823574
19,-113.38427298882269,-47.84697722224225,-50.51123815671163,-90.99623960200907
20,-50.22093708330985,-104.89747681672452,-66.2481847819036,-54.28006643115427
21,-79.79034354324,-75.49836679583339,-98.22986797676846,-50.36084585154129
22,-99.80959800612712,-72.51866212425054,-56.05784531138661,-68.8586552258326
23,-45.32318238073781,-120.21957092127674,-71.0454223807568,-48.82036631700665
24,-109.36512992952254,-59.67893066619428,-47.631098314796034,-54.34773431374047
25,-54.84992729570144,-56.47815704045393,-98.48149161054089,-95.06020725539375
26,-109.63460029715048,-75.63768793175808,-101.94076126265762,-126.87608626514141
27,-163.82550161760105,-84.71666202745828,-50.186671036077485,-74.8992005538619
28,-44.59709065279547,-67.00714377892037,-45.659943606038105,-52.05882277578608
29,-137.3915959511075,-256.31208366054506,-64.12941231534474,-85.94863886217645
30,-35.9004381199961,-54.79895635395634,-74.2043139609913,-58.31762360045283
31,-134.76930136394117,-131.75527135151367,-64.74632188676493,-101.8148935902999
32,-150.0672487761079,-63.11947854272203,-202.15828707465383,-81.92884246949812
33,-109.37274814819884,-49.10544565566165,-149.4946340368209,-162.98960314816614
34,-116.32976992304155,-144.75762279909654,-99.17069783937345,-55.022267302390105
35,-65.65274351910355,-108.99010655700978,-55.59671145789305,-74.9421421239542
36,-58.13652287393064,-64.06497569170318,-266.81989775217585,-57.246249571720995
37,-90.73218625884732,-98.02756352820984,-103.43354391276569,-52.46317191268856
38,-46.702642650232,-72.61553426671558,-71.79883424475128,-181.2779152665313
39,-176.92171832062584,-148.34408758943442,-194.33444042735132,-113.26031826253228
40,-122.85186425034502,-63.985562519964574,-91.24222225229808,-47.43567099708779
41,-85.73906831098294,-118.77351220415758,-50.102131932008106,-68.82401577352823
42,-81.42049788205415,-123.48418398870174,-68.93467378844467,-121.83590918104855
43,-57.76175043941389,-123.8208986213585,-68.68558557122094,-97.86381360631893
44,-90.89237761549865,-67.87749133289948,-66.61125821723462,-70.26404757080797
45,-119.04321386713866,-135.1382334471463,-59.88422628774861,-70.58715474105239
46,-134.2752870264258,-122.0315398715856,-110.32359437369148,-68.8723702139406
47,-46.21301095834323,-114.23107601846598,-167.37328270056423,-55.45796210518832
48,-74.06000668352755,-66.87634511176442,-68.04909717286,-69.15081735017074
49,-76.85807471137373,-128.61251922896497,-78.84189915861273,-52.04075826304344
50,-72.3443880673749,-70.27019891641324,-47.14485823688321,-78.612809850021
51,-53.57832713022872,-126.07751729372586,-181.13854788244595,-71.77478005976961
52,-49.79164905863979,-116.02332038813788,-104.7193953378463,-151.3460199956562
53,-86.62194582948771,-89.43273387402894,-92.63358696910672,-95.970306916992
54,-138.02567174219183,-133.08402799861298,-64.6678648224453,-80.95457398619646
55,-58.04436456118718,-74.7110850884903,-115.41465416700538,-85.75777745637825
56,-160.50592758744895,-60.29959364954431,-92.55232780317064,-64.37355805365772
57,-83.29765890489688,-91.6474098335278,-67.42689020348621,-66.53131119961628
58,-67.28567680907493,-50.29028537362413,-129.6531448665216,-68.2148306266916
59,-95.7902860133255,-107.32918151318404,-53.898078905307294,-70.74517134665221
60,-60.75725852945518,-109.2970909154706,-155.85832868363303,-94.42465292481496
61,-91.5512610597276,-268.053294618288,-51.90140473457325,-56.14281722131949
62,-100.68224108440508,-48.570824536576666,-47.46223054278715,-134.5541623124608
63,-47.20850082214327,-167.41308093900184,-59.99127919030825,-61.69950348454179
64,-99.35465876527516,-87.8070352556349,-80.84234034861481,-70.75142754850074
65,-46.95031764857461,-79.24817367698809,-58.28641145341501,-75.78349223735876
66,-121.75230345432304,-161.92632317424756,-125.59525842833864,-52.25320008144127
67,-120.98968124520763,-75.0210750587517,-49.91645483863713,-65.49141627441337
68,-77.73979491546106,-58.3262391747004,-96.63952872850658,-75.94309225093409
69,-50.54142579597291,-101.67434934412276,-82.62705317307972,-40.487112603233115
70,-84.00919528173321,-76.49255084194479,-75.22076098496197,-125.8032288138492
71,-54.43200759996379,-79.78224107272182,-51.54315957157544,-58.01198695624729
72,-123.32168642957552,-136.9521292286409,-127.32665606722732,-87.28721430230684
73,-90.78374476792118,-55.14883876754333,-319.18224339196803,-83.14063041709844
74,-106.85270333704308,-88.45114292879641,-95.21126797076433,-134.28134541510568
75,-73.23093252295695,-140.55048567441108,-193.5183613441714,-79.46801347336515
76,-51.25729437406849,-78.78332696146987,-117.92262844196168,-59.96301570050103
77,-109.15871217850176,-127.37610608029716,-105.75838055998504,-124.44189696484963
78,-119.9747186122763,-115.33895519464278,-72.1435376235979,-60.49376705394717
79,-61.88437188124516,-60.56931302649258,-104.75863036914346,-47.52756642037389
80,-53.4822117356452,-105.3368959199956,-82.19528546118569,-58.33060011471403
81,-120.39868535186508,-107.2595365497608,-82.37307188710444,-74.10893947577279
82,-54.52698343736755,-132.24524046483998,-82.14975652477605,-73.63974401401646
83,-115.19143149787476,-62.39186318687464,-117.2971557670389,-93.67779817397927
84,-90.4211147660484,-124.39668663758933,-43.548803892280816,-68.73134514643833
85,-74.54884161238277,-84.31527966924739,-249.19956968815384,-57.9404544017995
86,-90.78633886701284,-256.10490167315334,-57.41005039198414,-54.996314759231346
87,-51.29034162795875,-47.87250915518476,-90.07803743784478,-93.18987772042516
88,-170.90200416241953,-92.57305285632395,-67.58139136787793,-54.0904948959487
89,-92.48421415117052,-107.26002552964584,-169.28122703391043,-66.92818520938873
90,-55.235121299477726,-54.712718468342864,-132.34654805347503,-170.28436897056764
91,-111.032904837406,-48.28830123452666,-96.69956075029258,-98.38946292944587
92,-72.37422086712829,-73.16609838308965,-134.60854396442528,-101.3391922641287
93,-46.0594887630086,-40.32923380048696,-82.07052185609764,-100.1634502939264
94,-95.0078794274432,-90.98527450540686,-79.37038906493498,-107.90982776041062
95,-72.59809315165396,-152.38345330104707,-159.5981703978121,-61.12997823634267
96,-50.8327955941225,-71.10068394546822,-64.2277656343342,-97.1472051942758
97,-91.16517453169664,-72.23766851458132,-99.98794262256092,-72.06341122524225
98,-225.40272164197745,-135.31921682222216,-77.87142693546303,-71.47949947969346
99,-96.41264067504144,-123.3502851178989,-107.86244123076538,-95.16013876973604
100,-116.36815391565456,-54.29443301632347,-113.1676300740038,-74.80331298341761
101,-91.0298856148583,-112.45437141501507,-110.07635647405922,-63.47107819085211
102,-98.72021756206708,-169.00012541552186,-164.21572002283415,-97.22471856780024
103,-127.98250640240776,-74.6521909367637,-96.89650716177276,-55.250097115784996
104,-60.4259579324298,-86.16847426505981,-88.62858629740496,-98.6311794593631
105,-57.35158136511792,-71.90372859338795,-57.33961282766459,-59.35706329197748
106,-73.47726731601202,-76.95717253463039,-86.16053562828813,-104.29686025783326
107,-76.9705552726198,-82.55267558117129,-68.00564979932899,-91.22734132473695
108,-146.70383857695396,-130.6457395220052,-80.24932327470435,-98.86837678069791
109,-89.15277758175111,-107.4882230496518,-65.3753631542199,-147.56953408369907
110,-88.66084486982243,-65.8985734661787,-113.38089913133084,-111.04674509213294
111,-124.0795678206777,-92.49209510820388,-95.40922230994276,-47.23950290080015
112,-51.96978850489721,-91.30674640174595,-52.62361411921934,-84.4721342846611
113,-76.35449528478031,-74.14827310144602,-70.40292288161868,-92.84307855393193
114,-63.34908450761039,-104.24200922557498,-70.76946054850471,-48.523166993996824
115,-112.5585944106383,-148.7047831180909,-79.64125143516301,-133.0728432731077
116,-219.2788093635237,-99.1193944803122,-88.62132837489084,-107.23583291223184
117,-85.365386214972,-71.71112740110296,-95.84124994317848,-49.308467565342944
118,-76.60706049700286,-82.38313380678025,-57.35413743709928,-60.97119745707555
119,-89.64662730026215,-109.84879087128756,-147.6824393878914,-98.90635845926025
120,-85.67258756230507,-53.01372653097394,-74.88230749683848,-66.00934575213438
121,-101.9937898903392,-70.99712395642709,-290.46772246941345,-71.9395175383615
122,-99.38674051735376,-60.084884363936965,-107.32259958253148,-49.08334937723895
123,-14.823303043046897,-68.59003366749668,-73.22075818345574,-81.25178126572055
