episode,run_0
0,-94.73651342290586
1,-56.42526289822433
2,-82.04198662316136
3,-85.86193088135349
4,-91.36808822464687
5,-56.17582572015528
6,-58.93363731899287
7,-208.3497776125497
8,-69.69237176608709
9,-159.94687159289717
10,-116.64642786432856
11,-66.87334563899282
12,-134.2412873970575
13,-71.61196453590085
14,-77.251112698354
15,-99.35441513799027
16,-95.37862367906675
17,-46.439598924911124
18,-189.08948885489195
19,-119.82762998011907
20,-56.33819621953565
21,-49.87381173473136
22,-77.00791125425474
23,-73.59357361148089
24,-60.40703586164041
25,-94.75819960129917
26,-94.02145746176836
27,-158.0244079999481
28,-137.85994444941673
29,-71.7187228551954
30,-56.59656174536302
31,-87.66141972808234
32,-73.82232234292422
33,-111.6511095009436
34,-294.66215023927106
35,-215.36387904017113
36,-126.38830308982472
37,-114.96631820889313
38,-81.87486879908457
39,-71.29368767846636
40,-58.6321120101715
41,-281.2881211249464
42,-241.44521660010105
43,-50.246772808609585
44,-115.70351743165538
45,-95.43982737323913
46,-47.83217937864073
47,-171.2089115290231
48,-109.01381663106588
49,-68.1034706980227
50,-91.70163630995376
51,-85.5102995814579
52,-95.33470942881081
53,-88.69695675048153
54,-91.87187602503948
55,-75.37551301482375
56,-69.6988908884355
57,-162.87396427266157
58,-105.11923084680026
59,-93.56270145195688
60,-241.36284510022585
61,-98.74111207447345
62,-183.49686839962732
63,-49.83213079798156
64,-101.39444422084799
65,-106.15054373629349
66,-58.87018905263945
67,-169.9412835024699
68,-130.94669057548384
69,-112.66295479003082
70,-68.85155162705402
71,-43.35657160488054
72,-65.36094097918256
73,-81.56312804579929
74,-71.08983932102983
75,-93.75986273585963
76,-75.9855297641359
77,-117.80006933467166
78,-117.4532853933
79,-223.11226716995486
80,-118.55886295957687
81,-82.66424000505886
82,-92.40110713415828
83,-45.622270394442545
84,-62.359965454597315
85,-67.5724960708728
86,-77.99216338866577
87,-135.98029945481255
88,-55.88517985976693
89,-73.83288590046739
90,-68.43851248959407
91,-72.55047268262908
92,-91.28479586834142
93,-165.58968371197798
94,-63.40592518809646
95,-80.4295881225865
96,-128.7777125181443
97,-65.60173938927758
98,-63.56362031690349
99,-61.629423705043706
100,-94.68712223508811
101,-67.59420257744999
102,-135.20785177438893
103,-42.62470518032417
104,-197.3376466601799
105,-61.41717020526016
106,-59.51953172618903
107,-91.97628707870075
108,-72.33573752408422
109,-88.53978977023205
110,-147.76386393899725
111,-64.8566182825495
112,-73.39918412033646
113,-92.19517059426965
114,-85.11741979916724
115,-74.6877333177184
116,-152.49275233303757
117,-58.8766542502107
118,-109.56776086904748
119,-299.1330396478929
120,-192.1394310452213
121,-72.34574321431487
122,-79.39347999130521
123,-50.96503024776398
124,-53.22782293026792
125,-63.43776896332389
126,-42.708267624696404
127,-43.268122004162365
128,-368.52141470453614
129,-102.19555760269155
130,-176.16057936394503
131,-102.60508121933712
132,-191.362722191054
133,-52.55443519616533
134,-111.54004308000891
135,-143.50643165102008
136,-83.20669744921831
137,-206.68012183821372
138,-77.19213380790738
139,-107.35738402247985
140,-81.87006142716197
141,-169.74626212431488
142,-90.04135318151688
143,-73.92170969803286
144,-61.71492717160264
145,-73.26692073851292
146,-56.0804398946605
147,-166.40064942156783
148,-164.63236238682867
149,-81.48766725878843
150,-316.96288557253024
151,-75.35645645976416
152,-104.95718247154954
153,-79.97148184289355
154,-93.07438687366513
155,-66.47305729104855
156,-142.0520530086351
157,-64.77417616401044
158,-83.36848624933123
159,-79.28284196698633
160,-67.49364146879202
161,-64.04475115055945
162,-68.76834794143633
163,-61.7901197486273
164,-134.38294424459872
165,-63.67618045492149
166,-48.97455908960986
167,-47.93186199648903
168,-55.29720949184943
169,-122.8810274621718
170,-78.65045984524673
171,-158.18311770491653
172,-75.22514304039036
173,-184.0931575084444
174,-123.79555946935774
175,-97.02257052781155
176,-87.31037524523225
177,-79.44829351634638
178,-48.25519650321195
179,-95.33084844183819
180,-117.34491049967062
181,-44.05991608942386
182,-205.4611860503984
183,-55.46470537853917
184,-110.87986163444207
185,-79.35532269991857
186,-357.70664751086923
187,-39.03970449909203
188,-206.21607108555236
189,-87.44077413363121
190,-54.48197150789852
191,-106.8975411564472
192,-44.6650763581237
