step,run_0
10000,-239.96800968542775
20000,-135.46044017629896
30000,-208.3103926005158
40000,-62.15357528151901
50000,-40.15022619750748
60000,-32.678978475953016
70000,-27.30636310366799
80000,-56.79003610604467
90000,-58.100397994653946
100000,-172.70917091034065
110000,-52.9162076364349
120000,-48.7792062249445
130000,-31.98988282656741
140000,-47.04300573172387
150000,-31.72132538723792
160000,-131.11442119323146
170000,-49.27438555863107
180000,-113.69015811178575
190000,-187.1783278735908
200000,-101.11571117224214
210000,-50.55057845649284
220000,-31.150947701067395
230000,-162.28612398216666
240000,-135.6187161978703
250000,-32.58047031812441
260000,-55.0789064050244
270000,-51.344979424867816
280000,-27.42134307295321
290000,-27.438660958167144
300000,-31.606299362487505
310000,-33.73266495638062
320000,-28.9933550034241
330000,-123.32791137812907
340000,-48.17469158272096
350000,-31.68757218524987
360000,-33.352283369947315
370000,-141.53349806988479
380000,-29.494754433355002
390000,-62.08220320720357
400000,-46.163280381983895
410000,-10.226851566327491
420000,-34.0721686195739
430000,-45.89070802457093
440000,-53.45717565766239
450000,-45.65228646945664
460000,-28.443558156319703
470000,-33.716322412592014
480000,-28.384889150040323
490000,-28.832212207619754
500000,-29.45511887383072
510000,-30.515420897930525
520000,-67.704293987527
530000,-9.693415504245294
540000,-54.54879292683907
550000,-33.70380600552403
560000,-33.077769529761284
570000,-32.46257535759625
580000,-44.986450732690045
590000,-31.915883784332852
600000,-27.146788606169835
610000,-9.59833816970874
620000,-52.06907694314418
630000,-31.055068619985505
640000,-127.07069898692895
650000,-126.86582004303203
660000,-28.526655562796677
670000,-159.00541087195342
680000,-13.953077807267242
690000,-27.37336858383196
700000,-27.574455025940956
710000,-46.64245964096624
720000,-47.701869477200134
730000,-50.10573240151053
740000,-27.738414659503274
750000,-27.40493590905666
760000,-137.05079005727725
770000,-47.86293679592306
780000,-47.93511098833011
790000,-127.74482001337996
800000,-109.53701640042271
810000,-49.722972313672464
820000,-144.68537707634326
830000,-133.0228876794847
840000,-44.16221735872301
850000,-134.95763398392148
860000,-30.115103506460116
870000,-121.91231718004309
880000,-27.632367314255113
890000,-142.276175536448
900000,-133.00437257477168
910000,-162.86244595382757
920000,-119.42024680811618
930000,-34.93005388170608
940000,-48.9706736169406
950000,-38.365542644948256
960000,-39.657202805682765
970000,-125.78725259928906
980000,-117.9106117999097
990000,-37.85723604522204
