step,run_0,run_1,run_2,run_3,run_4
10000,-102.70164303228763,-300.659879185143,-114.52386011058115,-121.64093029939195,-330.39469965141797
20000,-198.07093270614925,-375.2926890267486,-106.42852452399256,-41.23424869917742,-113.13897287740753
30000,-74.88019518578675,-41.21707394790883,-14.296811269071222,-197.6036220685003,-69.2236139891211
40000,-59.64787486280844,-33.61857286337077,-201.56060979229943,-68.53175032698623,-62.88667583114449
50000,-58.01562732367614,-33.8792731596616,-33.745395474912264,-45.29285854453285,-34.64114981107236
60000,-34.05492590542333,-59.78206472907044,-36.02110340544053,-28.927662172822828,-60.24697610649075
70000,-46.07211728184688,-51.449505159252006,-32.89809948960581,-63.0563542206539,-29.838928975494774
80000,-53.68094197093431,-49.92814084773229,-35.72587571534682,-33.14077375366988,-34.04826948847158
90000,-26.639447928205417,-30.95765013057993,-51.769209632858114,-56.49842923009613,-32.81479515647359
100000,-27.648823582237497,-53.489108848564015,-29.260090250758367,-43.827608421111606,-30.00011284775359
110000,-28.7518648774956,-29.30033836873203,-52.998174043523846,-30.4128312072255,-31.72116537880069
120000,-50.89998787495516,-10.891858290732849,-29.879706518807502,-28.63922130444233,-29.775381459569665
130000,-30.661015195378628,-8.908130685790798,-29.40740145092597,-32.60004820335864,-43.631228822008936
140000,-26.92083746799343,-28.907702175450027,-54.28887566808204,-27.82945546509848,-24.918059884164222
150000,-27.565100922253382,-30.18024489971797,-28.54600309520864,-27.436956594524165,-47.816895046535265
160000,-27.426461138971405,-30.632852435568225,-44.59446456841003,-31.998824168670563,-48.042025352314795
170000,-8.88763803982489,-22.70478107248196,-43.45362957117685,-8.538106710294125,-28.894902906281676
180000,-27.30565731372305,-22.888628423952824,-11.377508411409984,-30.81429643594626,-10.488741022698209
190000,-47.46712374109558,-30.08065425268812,-48.51055940853789,-8.409998340884467,-43.094812208654815
200000,-44.200661359934784,-10.932043393511975,-28.721263224872065,-10.8788618368592,-10.8554844677544
210000,-9.320698101146643,-9.024222764052256,-31.16594133715676,-27.11705493999066,-45.02882847267095
220000,-29.552139751789387,-28.35190139486088,-10.782810331355517,-8.58777197878719,-10.078779622806278
230000,-25.765941382839447,-9.79350317321976,-42.72176291053124,-25.95918335042844,-26.470868254012203
240000,-9.49932178513853,-10.009560807554612,-24.86384845470207,-26.373266597014613,-24.181728482291124
250000,-28.751816886567283,-8.445034113991927,-8.6344632141023,-9.135678513869465,-8.487908371176914
260000,-9.011486552912086,-9.344332893022848,-47.54050409655696,-9.033484384584558,-9.233122081171706
270000,-26.056529193891507,-8.25073458828047,-26.094625002046275,-10.04257480113682,-45.21505795353883
280000,-26.85802169236534,-28.65301664132921,-29.28661226657903,-43.38667090652537,-8.895573953427565
290000,-9.458078618335836,-8.325023437178082,-27.952085905088136,-8.774645784937032,-9.020056678867356
300000,-28.130438492044767,-9.225961533556704,-9.12787460319282,-10.01110690165317,-9.099468691533628
310000,-8.848687839127543,-27.78105520074929,-9.110993761794598,-28.70243473302749,-25.421553374478535
320000,-9.396887083966565,-27.295072914033856,-8.816134980214104,-24.010950127175207,-8.988608732453905
330000,-28.77418565316972,-28.43917299440459,-26.20798181842853,-26.432234272075966,-8.88976033951724
340000,-26.56626196738885,-9.169023614388855,-27.639275729628995,-41.14124912071814,-26.76762289215556
350000,-24.96044091564676,-28.12260525831829,-9.579311304939155,-9.133415822086391,-9.056458803524846
360000,-27.71372220664955,-27.176104767619293,-9.197351374663407,-46.83818012872613,-24.808554051732777
370000,-8.548686329303036,-8.953992741599867,-27.97438928780688,-8.450220740800045,-27.044020871028163
380000,-27.81760741727201,-26.03924034552772,-9.15494185082928,-8.426459446796253,-27.676236003292214
390000,-9.015299697826444,-8.722066972363535,-8.38723096182473,-8.56010831312437,-9.475836652651475
400000,-27.47679708409077,-26.93461413122929,-9.18233425159071,-25.743566088579986,-9.477228046679823
410000,-8.538620678177956,-8.681944454142082,-9.020354443422068,-25.50474163703797,-8.915080675928804
420000,-26.685089606320176,-26.89744001568817,-8.526740780320305,-8.657194724554092,-9.843876614797884
430000,-8.219306534833596,-25.95009332385972,-26.61216856855339,-8.631576245626112,-9.94246949347777
440000,-8.535553597309185,-27.33036957517261,-7.907103739170903,-8.57758072091547,-8.92135227487471
450000,-25.31331800458261,-8.558318341446522,-26.74102301252044,-8.636822380258701,-10.091457293846332
460000,-8.972881071491534,-8.476295377314061,-8.73993573541535,-24.28278896495696,-9.045643036332972
470000,-25.1048840297161,-7.9782424089962065,-8.169658879621776,-24.72477299259531,-26.947950465991465
480000,-8.474333344276664,-27.22882020771244,-8.73284890826403,-43.18889262239793,-26.954228681857128
490000,-25.29029920608584,-26.832102384584804,-24.722348864789897,-26.43463748280432,-9.348474339532796
500000,-7.780371694334305,-8.05292195176643,-8.11419233425831,-25.400705502921586,-9.099591312113027
510000,-25.200256217226144,-26.50373342955087,-8.156420548572402,-26.16027436753106,-27.825057493412203
520000,-9.078521474372996,-7.924084025949112,-24.732644882527413,-8.48839101732615,-26.28697629218067
530000,-8.848920522748381,-28.45115456493135,-44.7604559013414,-8.102657891609763,-27.964913016199606
540000,-24.371126104134973,-44.516898240342805,-26.51445032591222,-45.94103737239988,-26.79956501597016
550000,-27.014262745209365,-25.2957399081664,-28.07343911400074,-8.69813563669834,-9.427848081262722
560000,-26.4391158491849,-29.05255402921085,-28.305106612699056,-29.90019005825631,-27.027575693874596
570000,-8.594098062831055,-28.62332345274104,-26.8821068368428,-26.29319535823404,-9.816044427425398
580000,-8.606804051391649,-28.149004589747072,-27.45964786317797,-48.500964526159294,-48.30112356832436
590000,-49.50681854824531,-28.37324324928096,-40.70785118729451,-41.813015999233,-45.96941868225828
600000,-47.569486101987714,-47.67797611381074,-44.99354596796992,-48.67815212469044,-47.9645560223787
610000,-9.600067277894912,-48.29472177495266,-26.426269954632968,-27.597649058247416,-28.051419570982766
620000,-50.27795222346701,-29.25161729626233,-26.8480238686462,-9.36130836702555,-27.686768431549137
630000,-26.81494886478394,-26.5478083382762,-26.709801972588185,-25.855121934289823,-48.22006289679095
640000,-26.96980508405005,-26.5512789272762,-26.91214070815528,-41.43979335052781,-45.41804866512156
650000,-46.26132658180816,-46.98149359259334,-28.55862721747149,-8.647100803769089,-42.41911085440697
660000,-26.55045719839325,-50.60333723635031,-44.282738079452415,-8.411713678196366,-27.449019689510642
670000,-29.287427626924547,-29.918161487964888,-27.464142683939745,-9.530298287802838,-26.895132025104655
680000,-44.17620321150591,-28.901313639267904,-27.607671633575755,-46.042395831092,-46.09924856440434
690000,-44.08315754517559,-47.65245200226802,-45.73979402457015,-45.09342786235344,-27.622857791777605
700000,-26.28413352232227,-8.04620110917539,-8.649082389577059,-8.430957934866862,-50.183435430609734
710000,-29.95895685557109,-48.25232930622249,-45.23956633628677,-49.40350078416287,-31.696331225568112
