step,run_0
4096,-0.01052427794857067
8192,-0.024472470555338077
12288,-0.017975192260928453
16384,-0.015071201919636224
20480,-0.01734668855824566
24576,-0.01796101750478556
28672,-0.014733791410253615
32768,-0.01362650347800809
36864,-0.01585829788746196
40960,-0.017584038504719502
45056,-0.012101887135213475
49152,-0.016597004986397223
53248,-0.012635397647682112
57344,-0.015217245327949058
61440,-0.0154714835309278
65536,-0.020072201926814158
69632,-0.009856281044631033
73728,-0.014345006310031749
77824,-0.015806233722469188
81920,-0.01428219272493152
86016,-0.017650709774170537
90112,-0.017128262365804402
94208,-0.01026959046284901
98304,-0.012298296337758075
102400,-0.020635794731788337
106496,-0.01570673141613952
110592,-0.010278047584142769
114688,-0.008475812844699249
118784,-0.017823248846252682
122880,-0.012031485764600803
126976,-0.016924808729527285
131072,-0.020291238565914683
135168,-0.017596193428107653
139264,-0.020006098713201935
143360,-0.01784838876410504
147456,-0.01526339236770582
151552,-0.009497652009304147
155648,-0.01539665455420618
159744,-0.00876803893042961
163840,-0.013764168808120304
167936,-0.011696277854935034
172032,-0.013601359181848238
176128,-0.014639147908746963
180224,-0.008283306779776466
184320,-0.0038345331471646205
188416,-0.007153096124966396
192512,-0.004346047743456438
196608,-0.0026524502885877156
200704,-0.006989216043439228
204800,-0.009236559197961468
