episode,run_0,run_1
0,-147.3763946400559,-70.99923612426521
1,-46.60865710631428,-137.78713815066956
2,-103.67828212443747,-139.90582203377565
3,-120.30841125284869,-248.0697448338757
4,-65.40544779496278,-94.58038590997114
5,-46.23867279296386,-188.1860272324597
6,-106.18530392491375,-104.84938511848505
7,-74.67788438797314,-86.47333184469989
8,-67.64028070195818,-184.24224551294748
9,-156.27528153517625,-117.45166937668674
10,-91.81433715361186,-107.56156263098337
11,-128.63346886589142,-65.139207595848
12,-173.21790318394085,-89.95251917477034
13,-72.53053909414287,-85.84082530188049
14,-74.51557230324323,-134.96282828147523
15,-64.422397731981,-47.79923806911755
16,-52.13080233896842,-98.4124015642688
17,-49.37783815034384,-112.9431611976014
18,-131.40762758111714,-46.820079735692744
19,-113.38427298882269,-58.718338477267324
20,-50.22093708330985,-68.92866559258549
21,-79.79034354324,-217.3239949730708
22,-99.80959800612712,-98.78854658785815
23,-45.32318238073781,-71.84668238672583
24,-109.36512992952254,-112.77942416056268
25,-54.84992729570144,-230.80562976667454
26,-109.63460029715048,-84.13606458053385
27,-163.82550161760105,-151.62148087883216
28,-44.59709065279547,-45.34542611451163
29,-137.3915959511075,-47.68629501430773
30,-35.9004381199961,-84.08716422370162
31,-134.76930136394117,-62.797576784538215
32,-150.0672487761079,-124.89911221524201
33,-109.37274814819884,-50.265339178360556
34,-116.32976992304155,-78.92790554008447
35,-65.65274351910355,-45.257108059252815
36,-58.13652287393064,-157.39826827815872
37,-90.73218625884732,-72.38505474503233
38,-46.702642650232,-124.56549358744836
39,-176.92171832062584,-161.05221535684257
40,-122.85186425034502,-50.80550130060902
41,-85.73906831098294,-71.6541244413234
42,-81.42049788205415,-55.45610006029327
43,-57.76175043941389,-94.97334576835436
44,-90.89237761549865,-219.0338523749981
45,-119.04321386713866,-69.85913731024691
46,-134.2752870264258,-157.97254754032306
47,-46.21301095834323,-87.77077203049929
48,-74.06000668352755,-85.5278849413749
49,-76.85807471137373,-218.1833086471494
50,-72.3443880673749,-132.40974863327415
51,-53.57832713022872,-84.9328396292918
52,-49.79164905863979,-58.85945268418698
53,-86.62194582948771,-85.81483410693178
54,-138.02567174219183,-105.96954932776285
55,-58.14595081622714,-46.893674062235334
56,-148.92182695064085,-127.19407471011243
57,-76.91129228875857,-64.42923881997417
58,-100.23919451405656,-76.21734078454439
59,-138.33806286758534,-108.79769846642323
60,-100.87342854156664,-80.8709368751916
61,-108.57744572175318,-50.7778221725631
62,-64.51641971436894,-80.36693210652348
63,-46.18545842925506,-60.942746334324454
64,-68.22103525885288,-48.749397602397785
65,-97.30253893421248,-150.5547146867681
66,-108.8856537309729,-47.816907336433694
67,-79.43631262373759,-83.45619915736606
68,-78.62520918730296,-127.07047764949343
69,-123.48953576557278,-72.68332122467692
70,-132.44972093409484,-139.0566450715343
71,-71.83387816544769,-90.94067279730983
72,-80.91514987327724,-145.51466995343316
73,-117.38645293703648,-199.00200751943356
74,-147.0152173181145,-57.80331547918519
75,-115.35680570130886,-79.89640221188577
76,-119.71707669806187,-89.25584603449701
77,-75.88042703998215,-69.41182862425455
78,-91.68653128142174,-65.10720889983362
79,-49.78778983559084,-146.76475631040222
80,-74.63284178038967,-86.68303101746804
81,-132.9631988228611,-111.1089557616994
82,-45.47942558149806,-64.8088021094946
83,-127.86305149068698,-81.70513818973495
84,-106.41341018059596,-67.5134434126808
85,-145.4225738209785,-98.40795190648618
86,-54.47369259065848,-192.66106457597368
87,-323.17685037795945,-143.33133496161184
88,-105.34326611189168,-115.38325805756955
89,-158.11180604885496,-99.91748276504256
90,-68.54938713599941,-87.43602043390806
91,-137.28026806617603,-87.14366778539579
92,-109.5150163284411,-78.03315088486148
93,-115.12955594117192,-93.57463243493832
94,-174.10535934041505,-97.43157003794113
95,-132.81397352830618,-100.78415233482811
96,-79.12383033176764,-104.43038496775719
97,-64.3830322307028,-50.553099814291315
98,-133.85192118091024,-101.80226304210547
99,-77.12136555724919,-81.7360612411576
100,-91.02917688133353,-76.8588473533685
101,-129.04337138114798,-101.18896398502478
102,-81.04743157895436,-94.23776755608837
103,-100.50025070582244,-60.74414248533475
104,-77.44395242798839,-69.38103892221315
105,-57.4561202039861,-106.96703090911075
106,-97.69799274917229,-78.21361818181711
107,-116.88992800633324,-80.59782378894651
108,-98.64948687449422,-97.2817911389019
109,-100.34572436193004,-74.69138013823007
110,-120.32543274884144,-126.82092376986694
111,-89.35001272083484,-60.78438101325915
112,-97.91693804873027,-43.26949020321216
113,-118.51963749256292,-80.63405921343633
114,-81.04106391348247,-65.32205826606175
115,-73.79816336881593,-64.89043344529742
116,-116.81271284420916,-64.56237559005663
117,-45.889169890312736,-99.16775642933646
118,-188.36650942437552,-76.12005769659254
119,-136.47069788203936,-98.7137510924443
120,-137.58166096757634,-117.19642419140165
121,-317.1392855515962,-97.29936496885882
122,-121.9096913602408,-38.321134185558115
123,-53.24843869564632,-84.09414986134126
124,-85.83495900639831,-163.5341472134406
125,-56.94730699450994,-131.84003233676023
126,-110.02761897635392,-47.41303373403752
127,-48.49191481442757,-64.32696206082686
128,-56.581161306294646,-69.57349974791902
129,-65.61543066188085,-91.70552416423136
130,-76.68960800148943,-90.67606269434032
131,-112.37549777531534,-74.24457844727797
132,-131.70069000214374,-85.72353664032681
133,-194.18661537439783,-97.97510418776757
134,-93.41830228091972,-144.89262931998667
135,-93.28646759236644,-131.1288101137081
136,-102.70312236828764,-137.22670952737192
137,-313.0595855381956,-149.92496912389365
138,-75.91296519258033,-68.49334414917459
139,-50.71209051390999,-176.31455112234744
140,-150.959766985174,-93.35053641255952
141,-107.1680783445598,-101.9803180202876
142,-95.79309098466764,-66.51121051096557
143,-86.18658572753799,-44.78142989672743
144,-98.98475159466712,-125.2039490899175
145,-124.11146333746132,-149.95924971555525
146,-97.76621477949766,-78.59128720539915
147,-48.19651110183674,-75.44860805114001
148,-78.34848685143754,-107.98761150324046
149,-45.92516177670696,-134.70492111682685
150,-68.38122842870997,-147.07616252415065
151,-180.7643293137994,-68.12762422557873
152,-96.81821698023776,-49.241679412849784
153,-129.55866604561658,-113.68172828516745
154,-93.90777329375726,-86.00527303562501
155,-108.66277641977707,-75.89775186161651
156,-142.2448826741778,-84.11606929400998
157,-86.95150568013517,-227.70336462210116
158,-103.8405445450425,-134.39541718083746
159,-178.28559838626282,-92.67020107712798
160,-288.8031288205525,-130.42438771350584
161,-93.99394246657393,-135.6882623076228
162,-91.61454939932808,-104.94348120618363
163,-162.60032049156555,-58.02961556972233
164,-261.84186557345527,-92.22823605629836
165,-92.20755974141537,-85.83405682066709
166,-210.3232591568524,-110.84195948783099
167,-79.57715094514435,-167.96629563749372
168,-75.69481863419412,-80.17097634262862
169,-85.40661202590147,-94.24084127052845
170,-63.230383761601104,-79.9458262307093
171,-242.84812789733195,-49.43058638721648
172,-116.54854116588804,-104.2567788133402
173,-178.09135557906973,-77.52579205276646
174,-120.70149686601366,-166.12809502184243
175,-140.90609492928314,-85.39771731768153
176,-243.0407134528608,-64.5074238211878
177,-79.69720608542514,-164.97175864194608
178,-65.61154200893715,-70.89762477063215
179,-75.5526343317527,-96.30929546899887
180,-113.7650775291681,-78.72157740522302
181,-95.92496418176772,-197.99168152367625
182,-71.96408685050612,-69.69289053582791
