step,run_0,run_1
2048,-2.8493455171585085,-2.8391636718064546
4096,-2.8606162715703247,-2.8455978494137524
6144,-2.8663124993443487,-2.8490098159760238
8192,-2.8631994858384133,-2.8458736803382636
10240,-2.854023261740804,-2.84627671726048
12288,-2.854444080963731,-2.850817847624421
14336,-2.8598409235477447,-2.8523893024772407
16384,-2.8555531430989505,-2.859723526984453
18432,-2.85425914414227,-2.8608057077974083
20480,-2.861768138036132,-2.8625912688672543
22528,-2.8660835068672896,-2.865569928660989
24576,-2.866509944200516,-2.8646727561950684
26624,-2.8612616121768952,-2.8623687334358694
28672,-2.8686267543584107,-2.8578347988426684
30720,-2.8778810422867536,-2.8495792489498855
32768,-2.8810385216027496,-2.835795570909977
34816,-2.8846357934176923,-2.8266095973551275
36864,-2.890308565273881,-2.8165322963148354
38912,-2.895521729439497,-2.8058303147554398
40960,-2.898135023936629,-2.787938524782658
43008,-2.8941790468990805,-2.777642635628581
45056,-2.8828185934573414,-2.7719814728945495
47104,-2.8789375994354485,-2.7617239698767664
49152,-2.877620059996844,-2.7523167967796325
51200,-2.874312395974994,-2.751052588224411
53248,-2.870270694419742,-2.7481317851692437
55296,-2.8639762576669456,-2.745476506650448
57344,-2.856767984479666,-2.738553614541888
59392,-2.8487129878252744,-2.7397028978914024
61440,-2.843058250471949,-2.7394159607589246
63488,-2.8319180604070424,-2.7331186827272176
65536,-2.8195452723652124,-2.7250326197594403
67584,-2.8062148325145246,-2.7149618547409773
69632,-2.8001340441405773,-2.7148132234811784
71680,-2.787188433110714,-2.7191462378948925
73728,-2.77795296125114,-2.719707685336471
75776,-2.7774011809378862,-2.7160007260739802
77824,-2.783640334382653,-2.7081757113337517
79872,-2.788195759803057,-2.704590766876936
81920,-2.7843191057443617,-2.702369950339198
83968,-2.776968489214778,-2.6976987924426794
86016,-2.7761319264769555,-2.6919343493878842
88064,-2.7722925011068584,-2.6923691902309654
90112,-2.7698156967759133,-2.6904382567852734
92160,-2.7607574060559275,-2.6862664058804513
94208,-2.7559870056808,-2.678311050310731
96256,-2.751450848206878,-2.670374329015613
98304,-2.7447648998349905,-2.670291189849377
100352,-2.7447112541645766,-2.667351373657584
102400,-2.7515336215496062,-2.669163541868329
104448,-2.748400055617094,-2.6647559512406587
106496,-2.7416496142745017,-2.6579054150730372
108544,-2.732450119778514,-2.6441441640257835
110592,-2.729390597715974,-2.6253920320421456
112640,-2.728773686662316,-2.626038119569421
114688,-2.721684103831649,-2.634918787702918
116736,-2.715632634982467,-2.6345599751919506
118784,-2.706899658963084,-2.62980958558619
120832,-2.704415048286319,-2.621672974154353
122880,-2.711227452009916,-2.626377544179559
124928,-2.709960462525487,-2.627743783220649
126976,-2.703898636996746,-2.629296997562051
129024,-2.6971732467412948,-2.6344276402145623
131072,-2.6896832052618267,-2.6286061998456716
133120,-2.679753576219082,-2.6190217111259697
135168,-2.674359767511487,-2.6123067382723093
137216,-2.669474462792277,-2.610894414782524
139264,-2.66206237860024,-2.6112234983593225
141312,-2.655889697000384,-2.6072714049369097
143360,-2.649704536050558,-2.6026512153446673
145408,-2.648040070012212,-2.5982006680220366
147456,-2.648348492011428,-2.591274667158723
149504,-2.643716588616371,-2.5818903617560864
151552,-2.6312896199524403,-2.576695428043604
153600,-2.6285260017961263,-2.5805425100028514
155648,-2.634920099005103,-2.586189853772521
157696,-2.6349284790456293,-2.583467376604676
159744,-2.6243312135338783,-2.5781370270997286
161792,-2.623273091390729,-2.5684000961482525
163840,-2.6271731540560723,-2.5579944621771573
165888,-2.626686805486679,-2.5480863615870475
167936,-2.625119302049279,-2.541467247903347
169984,-2.6225176621228456,-2.542500178515911
172032,-2.620536223053932,-2.54358384385705
174080,-2.608190321549773,-2.5406080074608326
176128,-2.6031318102031946,-2.5379690174013376
178176,-2.6090159967541693,-2.5340832978487016
180224,-2.6085604652762413,-2.5395303081721066
182272,-2.602946693450213,-2.544474908709526
184320,-2.602807941660285,-2.5420847102999686
186368,-2.602168283984065,-2.5410613235086204
188416,-2.6004005417227747,-2.536679673567414
190464,-2.596023298799992,-2.5300441958010196
192512,-2.587208925187588,-2.5183381497859956
194560,-2.57840719036758,-2.5077155154198407
196608,-2.5705344185233114,-2.4959475442767145
198656,-2.5708913162350653,-2.489946201443672
200704,-2.570311564207077,-2.490039483457804
202752,-2.565984071791172,-2.489844116568565
204800,-2.559095235168934,-2.4919433295726776
206848,-2.5584308806806804,-2.4932220075279474
208896,-2.551079347729683,-2.4906410850584506
210944,-2.5472819548100234,-2.4974391642957925
212992,-2.5468502953648566,-2.4983678217977285
215040,-2.544576383754611,-2.4960074961185454
217088,-2.540852562710642,-2.487857631221414
219136,-2.5433743186295037,-2.4783648546785115
221184,-2.544666053727269,-2.4724779680371283
223232,-2.5445267859846354,-2.4687915980815887
225280,-2.5392652101814748,-2.467741464450955
227328,-2.5275815200060605,-2.461172807216644
229376,-2.524193950369954,-2.4595788683742286
231424,-2.520089416578412,-2.4581377491354943
233472,-2.517880480363965,-2.4611474100500343
235520,-2.513967713341117,-2.464147908985615
237568,-2.510270550847053,-2.471675093099475
239616,-2.5085874788463114,-2.478964626789093
241664,-2.509089228138328,-2.4895999785512686
243712,-2.5077903136610984,-2.495756111294031
245760,-2.503766921162605,-2.496026964113116
247808,-2.4941976059228184,-2.49691928550601
249856,-2.488334772363305,-2.4901508025825025
251904,-2.4850994046777486,-2.484008013084531
253952,-2.4813215266913176,-2.485406424105167
256000,-2.48254406042397,-2.481735097244382
258048,-2.482681557163596,-2.486481787264347
260096,-2.4765825044363736,-2.4856516398489474
262144,-2.466993396729231,-2.482283987849951
264192,-2.460842366889119,-2.481213214248419
266240,-2.456708349660039,-2.478105844184756
268288,-2.454330675676465,-2.4691888991743327
270336,-2.4507642034441237,-2.465805583074689
272384,-2.446420437097549,-2.4667748633772133
274432,-2.445570707693696,-2.4689584005624057
276480,-2.448022688925266,-2.4724393162876366
278528,-2.442289423197508,-2.4734726168215273
280576,-2.43707682043314,-2.477752248570323
282624,-2.436212319508195,-2.4776137936860323
284672,-2.439812983199954,-2.483858682587743
286720,-2.4467407919466497,-2.489222365990281
288768,-2.439655601978302,-2.4913596507161855
290816,-2.4277252439409494,-2.488275694474578
292864,-2.4231210883706806,-2.486543331667781
294912,-2.412307039275765,-2.486679509282112
296960,-2.412392308562994,-2.483379761129618
299008,-2.41484646871686,-2.482231881469488
301056,-2.41795516833663,-2.4781105808913706
303104,-2.4185060102492573,-2.471774770319462
305152,-2.418397893384099,-2.4672396957874296
307200,-2.4169056598097085,-2.459751818701625
309248,-2.411277741193772,-2.4506050694733856
311296,-2.4056741680949925,-2.44035535864532
313344,-2.403275027871132,-2.435769102722406
315392,-2.4056912109255792,-2.4291063606739045
317440,-2.4049566745758058,-2.4157686345279217
319488,-2.4008006252348424,-2.412713389471173
321536,-2.3899079956114293,-2.4162677217274906
323584,-2.382081715017557,-2.411786050349474
325632,-2.375254610925913,-2.4102218717336656
327680,-2.373506212234497,-2.412649624794722
329728,-2.373046403005719,-2.405440805479884
331776,-2.381357277557254,-2.397387198358774
333824,-2.384583640098572,-2.4018900379538537
335872,-2.379362851753831,-2.401769505813718
337920,-2.3783485747873785,-2.400283396616578
339968,-2.3666118420660496,-2.4004881344735622
342016,-2.3681742399930954,-2.39935003221035
344064,-2.3696182630956173,-2.4069313455373047
346112,-2.369267969205976,-2.4066027171909807
348160,-2.3672980457544326,-2.394507399201393
350208,-2.369828227162361,-2.3924550276249645
352256,-2.3660679567605256,-2.3934017550200224
354304,-2.366472727432847,-2.395324583724141
356352,-2.3691869847476483,-2.3978101193904875
358400,-2.3739974193274973,-2.3909512110054494
360448,-2.3703433740884066,-2.3921668522059916
362496,-2.3623229190707207,-2.401802607253194
364544,-2.360771656036377,-2.4058791890740396
366592,-2.3569478623569013,-2.40985607765615
368640,-2.352120017632842,-2.4136648371815683
370688,-2.3437141198664904,-2.4146164659410716
372736,-2.3451335400342943,-2.409942928701639
374784,-2.348838057741523,-2.4050963155925276
376832,-2.3496268052607774,-2.4087399400770666
378880,-2.3472187288105486,-2.4105661917477845
380928,-2.3436369214206936,-2.4091889787465335
382976,-2.337439239025116,-2.402183486148715
385024,-2.325551136210561,-2.3988661888986824
387072,-2.323451701924205,-2.3989295322448014
389120,-2.3242546267807485,-2.4062013581395147
391168,-2.3214206229895358,-2.4182638473808766
393216,-2.3282726887613534,-2.415728297829628
395264,-2.3327908746898176,-2.4067098084837197
397312,-2.3293338004499677,-2.3974989164620637
399360,-2.3293400030583142,-2.3916533693671225
401408,-2.324117594957352,-2.3907837990671394
403456,-2.320748971402645,-2.387305786833167
405504,-2.3088623724877837,-2.389378072321415
407552,-2.2974225368350742,-2.385171236842871
409600,-2.2955300129950045,-2.384804478660226
411648,-2.2908621028065683,-2.382178086042404
413696,-2.29068338945508,-2.3746004391461613
415744,-2.295940163731575,-2.3695979375392198
417792,-2.292295701429248,-2.368759524077177
419840,-2.28528545871377,-2.3713957935571672
421888,-2.287238008528948,-2.364810775592923
423936,-2.2939008586108685,-2.360708598420024
425984,-2.2929989345371724,-2.3669534429907797
428032,-2.290054550394416,-2.36853067278862
430080,-2.2932171173393727,-2.366291295364499
432128,-2.2876005075871944,-2.3583441391587256
434176,-2.2826685503125197,-2.3529099490493537
436224,-2.2864920258522035,-2.3472571682184933
438272,-2.285413226112724,-2.3411291863769295
440320,-2.2896554604172707,-2.3385307520627974
442368,-2.2950905092060565,-2.339840991795063
444416,-2.298885041847825,-2.343837159126997
446464,-2.297676732763648,-2.341511680185795
448512,-2.297675272077322,-2.342162011191249
450560,-2.2965907912701367,-2.346997549012303
452608,-2.297711121663452,-2.340844262391329
454656,-2.289547275006771,-2.335978131368756
456704,-2.279979360103608,-2.3342333260923622
458752,-2.2718305837363006,-2.3301360230892896
460800,-2.2679551180452107,-2.3313591595739127
462848,-2.2715660236775874,-2.333192911744118
464896,-2.276806192100048,-2.331383816152811
466944,-2.278154734149575,-2.333911459892988
468992,-2.282074354588985,-2.343959167972207
471040,-2.2877923041582107,-2.3494327146559955
473088,-2.2879701122641563,-2.3500657081604004
475136,-2.278884228691459,-2.34967740252614
477184,-2.2804756958037613,-2.346322909370065
479232,-2.285738766938448,-2.347155683487654
481280,-2.285263355821371,-2.3438281167298554
483328,-2.283234825730324,-2.3377864718437196
485376,-2.2748083774000407,-2.332674850523472
487424,-2.271798536553979,-2.328656692802906
489472,-2.275381349772215,-2.332077791914344
491520,-2.2746962543576954,-2.3465360585600137
493568,-2.267654426023364,-2.354232046380639
495616,-2.264383362978697,-2.354720726981759
497664,-2.255173344910145,-2.354993645474315
499712,-2.2466584894806148,-2.3585137099027635
501760,-2.2475184213370083,-2.362763349339366
503808,-2.2539659779518844,-2.3676491130143402
505856,-2.265299501642585,-2.370291854813695
507904,-2.270438427105546,-2.370632453635335
509952,-2.2657178316265343,-2.3710591077804564
512000,-2.2596254736185077,-2.3699560925364493
514048,-2.260603826865554,-2.3661129474639893
516096,-2.25918851159513,-2.369322707876563
518144,-2.259793570637703,-2.372522586584091
520192,-2.2649038836359976,-2.3728842355310915
522240,-2.265480548515916,-2.368963149562478
524288,-2.26570342220366,-2.366275568678975
526336,-2.26057406142354,-2.363511910662055
528384,-2.2639921214431524,-2.3591561149805784
530432,-2.26843496337533,-2.3564614903181793
532480,-2.266266452521086,-2.3596805967390537
534528,-2.261325857788324,-2.3571871683001517
536576,-2.260083361715078,-2.3571960967034102
538624,-2.2520303811877964,-2.360258959978819
540672,-2.2466897048056125,-2.362113439291716
542720,-2.246943324431777,-2.3650583565235137
544768,-2.251945079863072,-2.36883124448359
546816,-2.253588865697384,-2.367028686404228
548864,-2.2564895544201136,-2.3724550757557155
550912,-2.2571259580552576,-2.377611331641674
552960,-2.255046219006181,-2.375394018739462
555008,-2.2497282944619656,-2.3768257591873407
557056,-2.2503159400075674,-2.3835647646337748
559104,-2.251134116947651,-2.3868357188999654
561152,-2.2511666391044853,-2.384993898496032
563200,-2.2598473776131867,-2.387692180648446
565248,-2.270823497325182,-2.3795445188879967
567296,-2.274749301001429,-2.36934931948781
569344,-2.275046657770872,-2.3646843124181034
571392,-2.2719023674726486,-2.353523787856102
573440,-2.2618843521922827,-2.3425874266773463
575488,-2.2575764410197734,-2.338823153078556
577536,-2.2592742893844844,-2.3392476294189692
579584,-2.259983959421516,-2.339669059216976
581632,-2.264672168716788,-2.340117662772536
583680,-2.2618551444262267,-2.3406047102063896
585728,-2.260354037210345,-2.3462907020002604
587776,-2.257436181604862,-2.3512052685022353
589824,-2.253339197859168,-2.3573960579931734
591872,-2.2477720748633145,-2.3603371106088162
593920,-2.241765635088086,-2.3530795998871326
595968,-2.245580158755183,-2.349512551724911
598016,-2.244122051820159,-2.350130504742265
600064,-2.240201720967889,-2.353026839718223
602112,-2.24199742525816,-2.3530036278069018
604160,-2.244568918645382,-2.3534472711384296
606208,-2.230928120017052,-2.3521045483648777
608256,-2.2135302409529687,-2.343264910206199
610304,-2.210213817283511,-2.3338752053678036
612352,-2.205190407857299,-2.3314763993024825
614400,-2.20412849932909,-2.331151119247079
616448,-2.199154779687524,-2.329294588789344
618496,-2.1939115982502697,-2.330568257346749
620544,-2.188905141875148,-2.3374810460954905
622592,-2.1862283773720264,-2.3409745637327433
624640,-2.182638696581125,-2.3449518900364636
626688,-2.175903571024537,-2.342475011944771
628736,-2.1691014118492604,-2.343805484101176
630784,-2.167055506631732,-2.3456138852983712
632832,-2.1684580884873865,-2.342715521156788
634880,-2.1674164813011885,-2.340705654397607
636928,-2.16631944924593,-2.341731934249401
638976,-2.158811405301094,-2.3386781591922046
641024,-2.150783163309097,-2.332699827849865
643072,-2.1547248698771,-2.328501404076815
645120,-2.1538166258484126,-2.3297551538795234
647168,-2.14490825869143,-2.3250046208500863
649216,-2.143879859894514,-2.3181376345455647
651264,-2.14935422167182,-2.315834166482091
653312,-2.141544032469392,-2.3246127042919396
655360,-2.147701100632548,-2.3304592594504356
657408,-2.145865123718977,-2.32753665484488
659456,-2.1422314453870057,-2.323212444409728
661504,-2.139199123904109,-2.321475591138005
663552,-2.138694351539016,-2.3216713070869446
665600,-2.1376689314842223,-2.315232836455107
667648,-2.1265941858291626,-2.3081446468830107
669696,-2.120954250916838,-2.300733832269907
671744,-2.124363975599408,-2.29816328138113
673792,-2.137060924991965,-2.295673282817006
675840,-2.144490213692188,-2.299323706701398
677888,-2.14786166138947,-2.303131918609142
679936,-2.1542647279798985,-2.3006079223006966
681984,-2.15537709929049,-2.297049279883504
684032,-2.154038165509701,-2.2966572139412165
686080,-2.1509622149169445,-2.3037083350121974
688128,-2.147872434556484,-2.304123469814658
690176,-2.152398940548301,-2.2958691168576477
692224,-2.151689791306853,-2.2879510316997766
694272,-2.1470963664352896,-2.2877328868955376
696320,-2.135341154038906,-2.2805976580828426
698368,-2.1255030944943427,-2.275240859016776
