episode,run_0,run_1,run_2,run_3
0,-147.3763946400559,-67.74368779395293,-65.89156094348975,-101.79507288554879
1,-46.60865710631428,-146.14283353811226,-90.5975477731226,-98.8983109556882
2,-103.67828212443747,-107.56153341276418,-61.27196398840046,-83.11340904243279
3,-120.30841125284869,-71.91940090553464,-53.05532446521704,-77.67007617353423
4,-65.40544779496278,-200.48811879879932,-53.232358088444194,-47.41838259798002
5,-46.23867279296386,-124.6667998159132,-140.99705980432068,-119.82606733173576
6,-106.18530392491375,-149.1772005378187,-176.9123067660397,-197.34380821658908
7,-74.67788438797314,-124.16507621877992,-70.85035423027979,-72.31710360899845
8,-67.64028070195818,-169.38819684201212,-62.51345049915288,-74.57956424840087
9,-156.27528153517625,-142.76985052332452,-74.14201889981894,-71.27466891519907
10,-91.81433715361186,-105.54569900652156,-92.61340970848728,-93.99101996019581
11,-128.63346886589142,-127.97804943839763,-75.86928670040231,-59.58691818778062
12,-173.21790318394085,-67.63516556561316,-143.7406280976474,-104.91219390433713
13,-72.53053909414287,-99.32727036186164,-71.20519077116046,-112.71390781601272
14,-74.51557230324323,-172.86915231556495,-243.19569476918608,-79.9364307567368
15,-64.422397731981,-105.81462723309151,-113.097564977736,-48.90642984651139
16,-52.13080233896842,-61.58569469781481,-63.1167087388767,-72.35951230938008
17,-49.37783815034384,-85.17528244575172,-78.20899617430138,-52.12271145834936
18,-131.40762758111714,-86.62379849175045,-44.385531304588994,-280.9836855306477
19,-113.38427298882269,-45.84311351830895,-85.80999926749811,-161.55497293000826
20,-50.22093708330985,-63.30829358086055,-115.77152852023266,-45.32580649369981
21,-79.79034354324,-51.77979809104233,-136.7523640834774,-68.14740935619427
22,-99.80959800612712,-45.38341556099222,-79.74420110687956,-108.86779803024558
23,-45.32318238073781,-231.0497932207374,-60.49148976168576,-67.1788788443433
24,-109.36512992952254,-45.83605989690317,-89.26915002509688,-48.529133995810156
25,-54.84992729570144,-81.59789095450435,-46.9405058646119,-71.59882479660337
26,-109.63460029715048,-105.81389145273783,-101.71270038795858,-71.55968476979278
27,-163.82550161760105,-83.81458924402868,-74.11126125614,-56.63680588139208
28,-44.59709065279547,-47.91511041963907,-45.09594562848209,-66.10760159983681
