step,run_0,run_1
10000,-130.902591883583,-237.99603064128237
20000,-121.14698222376882,-88.52241778619054
30000,-106.09107421935082,-159.3718205875932
40000,-54.53535432188257,-57.27233172555222
50000,-60.50785211108112,-62.90157959238062
60000,-62.56920286246931,-43.10211165305169
70000,-58.92159197896471,-74.80075946034366
80000,-61.829952982886496,-77.28451127425384
90000,-45.85560883268175,-53.071461801654706
100000,-39.07642069926041,-73.17942158713743
110000,-37.35991672817353,-59.475633164655854
120000,-36.187193329259614,-51.608203039817624
130000,-64.63811630470357,-52.40371629557146
140000,-50.47257711131107,-51.741789393571324
150000,-74.1476612638224,-51.46913810886504
160000,-47.30650244381042,-49.60534991521598
170000,-46.77278615263528,-65.52332598551456
180000,-54.28948485641978,-63.996940698640174
190000,-65.96193900626054,-51.13667761360742
200000,-53.41345136994957,-65.66273817328508
210000,-42.25235676042452,-54.640807703574026
220000,-50.26534757439769,-54.46532169086281
230000,-50.24645773915912,-48.43029254744956
240000,-50.77030962774852,-41.83716858764772
250000,-53.94288122807082,-41.718566185813216
260000,-52.437664836502805,-54.90365129510443
270000,-48.54235381409151,-41.137600692366945
280000,-51.95474623036351,-48.491057137024896
290000,-37.00816945465272,-65.73682332259803
300000,-43.340523472548135,-50.56847857878414
310000,-37.89321366711671,-56.45073068995957
320000,-51.981762088640174,-50.491334804241156
330000,-51.4108468574246,-56.46939322808778
340000,-53.3049985323744,-55.24863698128254
350000,-58.19534594262807,-56.4628177886775
360000,-55.71151498460045,-49.20270853161862
370000,-37.03802556772331,-56.46264972475318
380000,-68.8584840750529,-42.99815820447107
390000,-51.30529850138488,-123.30763950189473
400000,-66.8692393107735,-121.84528932316188
410000,-52.12424792198437,-48.52922334480864
420000,-48.859982202419175,-43.22647354356888
430000,-54.705976059541904,-56.46264972475318
440000,-45.61751673355623,-43.12113666494137
450000,-53.32936935772345,-44.28174544561827
460000,-43.16771259863347,-43.96567974549145
470000,-54.66090301001,-55.66289982385982
480000,-50.18475157344884,-397.7390085943459
490000,-51.01805834532083,-50.70668943321766
500000,-51.65126696254363,-50.68467590902543
510000,-57.47514782576984,-44.864992490698796
520000,-42.757135477769786,-44.72207526316669
